network,source,effect_paired,se_paired,p_paired,n_paired,loo_sign_stability,effect_external,se_external,p_external,n_external_np,n_external_it,meta_effect,meta_se,meta_p,meta_fdr,direction_concordant,fisher_p,fisher_fdr,source_detected_fraction_paired,source_detected_fraction_external,replicated_priority
CollecTRI,MTF1,2.568803957971796,1.3231544147947152,0.14750594165044095,4,1.0,1.3647076401279978,0.3796620019446374,0.0037047476448128953,15,6,1.456303024707158,0.36493600314758806,6.591441768844754e-05,0.0006516111005772242,True,0.0046515868626900376,0.08047245272453765,1.0,1.0,False
CollecTRI,DNMT1,5.329067550831719,2.3517197374536054,0.10832109853327603,4,1.0,3.801042781169903,0.9442279657707205,0.006900937369355243,15,6,4.013173478848279,0.8762380882239431,4.649682302711249e-06,8.39743426931784e-05,True,0.006128708468407114,0.08155896654111006,1.0,1.0,False
CollecTRI,E2F2,3.794539562182662,1.565278637486817,0.09381594720356765,4,1.0,2.935256140870835,0.751340156428912,0.007328951538157186,15,6,3.096164500753169,0.6773493928287234,4.8540082481606016e-06,8.39743426931784e-05,True,0.0056947116970589955,0.08155896654111006,0.05,0.3448275862068966,False
CollecTRI,GLI3,0.37886890444879223,0.8270233272255139,0.6780181805672039,4,0.75,1.6433455181229937,0.3420059523356303,0.0009128017032754082,15,6,1.4586822559597377,0.3160476827391864,3.923641421134033e-06,7.985764304190444e-05,True,0.00519103668137979,0.08155896654111006,1.0,1.0,False
CollecTRI,NR4A1,1.7251612763789619,1.3033848118912883,0.2774611031535177,4,1.0,1.9112550904426318,0.4988993966333524,0.002611928080371295,15,6,1.8874739309260573,0.46593271003854686,5.1008320663244564e-05,0.0005515274671713319,True,0.005964162907334538,0.08155896654111006,1.0,1.0,False
CollecTRI,SREBF1,4.2021297714194015,1.836722647281369,0.10616680190394663,4,1.0,2.9609758288792096,0.7849132903593369,0.006705431783709027,15,6,3.152637566321349,0.7217693999234275,1.2543019415317983e-05,0.0001735953887080009,True,0.005871405604989988,0.08155896654111006,1.0,1.0,False
CollecTRI,YY1,2.165832233629867,1.6171226789675137,0.2728979090099386,4,1.0,3.0325641895663846,0.6572412434967053,0.0022023747741745517,15,6,2.90969171987907,0.6088745996822322,1.7634192836759148e-06,4.182575152822714e-05,True,0.0050587403696352685,0.08155896654111006,1.0,1.0,False
CollecTRI,E2F4,7.5276820939072,2.925294233653862,0.08225634261803243,4,1.0,4.838792889043006,1.3244517442782016,0.010117601969178056,15,6,5.296220683508477,1.2065473669872222,1.1357650546363464e-05,0.00016373946204340659,True,0.006733956419744292,0.08262009826068013,1.0,1.0,True
CollecTRI,NCOR1,2.6927215406298077,1.125817577901167,0.09658532499019122,4,1.0,2.8929834686095766,0.7809938178908111,0.008895872703851502,15,6,2.827920639990124,0.6417048163847741,1.0486684042917615e-05,0.0001577562034282389,True,0.006924805923583017,0.08262009826068013,1.0,1.0,True
CollecTRI,MAFK,0.5064873358380619,1.1292542951521432,0.6841972142125418,4,0.75,2.114964708626216,0.4943882481654379,0.0014138156927619985,15,6,1.8562554657203578,0.4528874078672535,4.154539654652344e-05,0.0004637002324224874,True,0.0076815307232010405,0.08305655094461126,1.0,1.0,False
CollecTRI,PAX8,1.653449206788117,0.8598251446946765,0.15019353027350518,4,1.0,1.9078903722463045,0.5238012935226255,0.006417711701018175,15,6,1.8390211514720822,0.447331043427178,3.9378431952379926e-05,0.0004541645818507818,True,0.007657717227201083,0.08305655094461126,0.5,0.1724137931034483,False
CollecTRI,POU2F1,3.1199606241640305,1.0094536052721677,0.05368249906035044,4,1.0,2.1598957731077686,0.7617144938267337,0.01722229124181762,15,6,2.5082176245497525,0.6080320031247357,3.7050801887535925e-05,0.0004420543949340493,True,0.007383544008811392,0.08305655094461126,1.0,1.0,True
CollecTRI,PROX1,0.891090110673357,1.6750925832234276,0.6316256046265413,4,0.75,1.976660481545379,0.41439400803530513,0.001843007062393349,15,6,1.9140553164766239,0.40226746393204654,1.9535994224424977e-06,4.2246587510319015e-05,True,0.009028470437918733,0.09385974005944157,0.6,0.7586206896551724,False
CollecTRI,THRA,4.003397782071781,1.2474600843296633,0.048984696711244655,4,1.0,2.551248564338618,0.8815521608311219,0.024353906522256295,15,6,3.0349065818041083,0.7199299335495567,2.4916105010370737e-05,0.00030789186905672407,True,0.009223211450927785,0.09385974005944157,1.0,1.0,True
CollecTRI,NR0B2,0.2977373465071871,0.7062604395354072,0.7017237841767701,4,0.75,1.7743835514794455,0.45586629201967344,0.0017645958175762898,15,6,1.3401065912930978,0.3830099427528749,0.0004672133136668999,0.0031087655101682187,True,0.009527224346435822,0.09418341782476555,0.0,0.0,False
CollecTRI,E2F1,8.93147759542013,3.2231442110450668,0.0695078312603493,4,1.0,5.044280407427399,1.6960339594843261,0.02356486979644784,15,6,5.887211728488605,1.5009200081228344,8.767053556730668e-05,0.0007777950078535413,True,0.012144223826127218,0.10248540106926872,0.35,0.3448275862068966,False
CollecTRI,MBD2,5.756944847787621,1.9822383911049044,0.06228598948063541,4,1.0,2.6380895781402476,0.8757927117501406,0.023351190071940246,15,6,3.1474717208807275,0.8010878228565801,8.530087340730931e-05,0.0007766868999718164,True,0.010956570159630407,0.10248540106926872,1.0,1.0,False
CollecTRI,NFIA,1.630957893371579,1.326975909533803,0.30665540899907884,4,1.0,2.2606423613328697,0.5884632806091036,0.004923717387275871,15,6,2.1571602165914445,0.537940520308242,6.070979487526431e-05,0.0006325130434788144,True,0.011317675096472286,0.10248540106926872,1.0,1.0,False
CollecTRI,PPARGC1A,2.3936334132788453,1.060358947250772,0.10919002999906587,4,1.0,1.1041843324576481,0.39539089758518514,0.014316694251934804,15,6,1.261586894497852,0.3704731221562821,0.0006608175489995853,0.0038753029144721444,True,0.01166332711264336,0.10248540106926872,1.0,1.0,False
CollecTRI,RFX1,0.4459896675016714,0.911066410379453,0.6580302526037929,4,0.75,1.4889281279393662,0.41817125483652406,0.0022679220713375343,15,6,1.3074433468286026,0.38005005484125126,0.0005813118860422648,0.0037247020846411776,True,0.011203746947289176,0.10248540106926872,1.0,1.0,False
CollecTRI,SFPQ,2.021101023216,1.3519455135865734,0.23179774325431324,4,1.0,2.187470901651484,0.5885557122937558,0.006973511772877724,15,6,2.16096397018504,0.5396368106871045,6.215446091988349e-05,0.0006325130434788144,True,0.012006182687802522,0.10248540106926872,1.0,1.0,False
CollecTRI,KDM5B,2.5766076967255884,1.9018712647118983,0.2684844759550334,4,1.0,2.512607007489218,0.6237867906795181,0.006360469596117937,15,6,2.5188231611488137,0.5927201094244051,2.141529374135522e-05,0.00027443302350032986,True,0.012590121776763143,0.10371862225619159,1.0,1.0,False
CollecTRI,FOSL2,2.1358564457300995,0.45542749124966364,0.018328653207389557,4,1.0,1.1104270081949763,0.5806281028561416,0.09768423319112922,15,6,1.7452747091144516,0.35834481740540175,1.1138496694617536e-06,3.161473374668863e-05,True,0.013115375412347665,0.10553302075982075,1.0,1.0,False
CollecTRI,HIF1A,7.959890930210676,3.2719074443426104,0.09309691294533606,4,1.0,5.132782518071842,1.6715015468861716,0.023382547729665654,15,6,5.717902482348408,1.4885116452743912,0.00012235672818660377,0.0010583856988141227,True,0.015520628598869842,0.11837034637452402,1.0,1.0,False
CollecTRI,NR1H4,3.6931112182942964,0.5147368062218053,0.005578039062596165,4,1.0,0.575109347076104,0.6431107055426043,0.39659159915243425,15,6,2.4756141222644428,0.4018662371281538,7.261006702950883e-10,8.374361064070018e-08,True,0.0157370980729136,0.11837034637452402,0.0,0.0,False
CollecTRI,TCF12,4.404165266345864,1.6664231970391392,0.07746419581360314,4,1.0,2.8433064950278237,1.0158687981764487,0.027781039932476024,15,6,3.2662018666089634,0.8674010905521838,0.00016621377646508067,0.0013374410850446026,True,0.015368422214425755,0.11837034637452402,1.0,1.0,False
CollecTRI,FOXA2,2.8916223267631773,1.4781029060675173,0.14537536780479554,4,1.0,1.847827333148602,0.5689682882451191,0.01668969255753925,15,6,1.9825296162054196,0.5309878019267423,0.00018871481391323294,0.0014839846730449679,True,0.017035813784318097,0.12541258658242685,0.0,0.0,False
