network,column,source,activity,dataset,donor,disease,tissue,subtype,n_cells
CollecTRI,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,NFATC1,4.923211725161173,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
CollecTRI,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,NFATC1,2.231527562378006,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
CollecTRI,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,NFATC1,1.0919250676491803,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
CollecTRI,HC_1|Healthy|Ethmoid|Serous_glandular,NFATC2,-2.2988651378971237,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
CollecTRI,HC_2|Healthy|Ethmoid|Serous_glandular,NFATC2,-1.4456524088270706,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
CollecTRI,HC_3|Healthy|Ethmoid|Serous_glandular,NFATC2,0.2168925131015856,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
CollecTRI,HC_4|Healthy|Ethmoid|Serous_glandular,NFATC2,-1.2841924685034904,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
CollecTRI,HC_5|Healthy|Ethmoid|Serous_glandular,NFATC2,0.848670669861933,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
CollecTRI,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,NFATC2,-2.4690635311169142,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
CollecTRI,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,NFATC2,-2.341311503997788,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
CollecTRI,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,NFATC2,4.246773340376238,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
CollecTRI,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,NFATC2,3.5951240966416647,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
CollecTRI,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,NFATC2,-0.148458382686187,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
CollecTRI,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,NFATC2,-5.625853050280369,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
CollecTRI,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,NFATC2,-3.6533210467241304,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
CollecTRI,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,NFATC2,1.2708959638217858,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
CollecTRI,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,NFATC2,-0.20014484883260084,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
CollecTRI,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,NFATC2,0.745862641750427,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
CollecTRI,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,NFATC2,1.0933485465154442,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
CollecTRI,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,NFATC2,3.4153728156816925,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
CollecTRI,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,NFATC2,4.48822169119862,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
CollecTRI,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,NFATC2,0.9038233542626142,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
CollecTRI,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,NFATC2,-1.3581232543463266,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
CollecTRI,HC_1|Healthy|Ethmoid|Serous_glandular,NFATC3,-0.791016893503193,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
CollecTRI,HC_2|Healthy|Ethmoid|Serous_glandular,NFATC3,-1.7083568601640895,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
CollecTRI,HC_3|Healthy|Ethmoid|Serous_glandular,NFATC3,-0.42936958585186513,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
CollecTRI,HC_4|Healthy|Ethmoid|Serous_glandular,NFATC3,-0.1193531598754904,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
CollecTRI,HC_5|Healthy|Ethmoid|Serous_glandular,NFATC3,1.0193784419333753,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
CollecTRI,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,NFATC3,-1.071849670688064,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
CollecTRI,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,NFATC3,-1.4509544398709673,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
CollecTRI,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,NFATC3,-0.20244683166385605,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
CollecTRI,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,NFATC3,2.1022526440876113,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
CollecTRI,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,NFATC3,0.5105472931895059,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
CollecTRI,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,NFATC3,-2.3795358922952743,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
CollecTRI,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,NFATC3,1.03382365276123,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
CollecTRI,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,NFATC3,0.8682655705369688,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
CollecTRI,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,NFATC3,1.0543298594086543,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
CollecTRI,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,NFATC3,0.6835516182104613,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
CollecTRI,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,NFATC3,-1.1322627484550143,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
CollecTRI,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,NFATC3,0.952450888823796,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
CollecTRI,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,NFATC3,2.272351655710369,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
CollecTRI,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,NFATC3,-1.043736248238602,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
CollecTRI,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,NFATC3,-0.16806929405557935,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
CollecTRI,HC_1|Healthy|Ethmoid|Serous_glandular,NFATC4,-1.7747040152118243,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
CollecTRI,HC_2|Healthy|Ethmoid|Serous_glandular,NFATC4,0.20497693172484407,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
CollecTRI,HC_3|Healthy|Ethmoid|Serous_glandular,NFATC4,-1.1021703778724028,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
CollecTRI,HC_4|Healthy|Ethmoid|Serous_glandular,NFATC4,-1.041060047395361,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
CollecTRI,HC_5|Healthy|Ethmoid|Serous_glandular,NFATC4,0.5908951321222369,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
CollecTRI,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,NFATC4,0.1959154663460243,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
CollecTRI,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,NFATC4,-0.6823751847358909,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
CollecTRI,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,NFATC4,0.257455362012773,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
CollecTRI,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,NFATC4,1.1957171738085421,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
CollecTRI,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,NFATC4,0.7740756044528526,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
CollecTRI,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,NFATC4,-2.2954074722895172,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
CollecTRI,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,NFATC4,-0.4667875199709944,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
CollecTRI,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,NFATC4,0.3185268637523192,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
CollecTRI,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,NFATC4,0.7631356555332902,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
CollecTRI,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,NFATC4,1.229940339062537,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
CollecTRI,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,NFATC4,0.3440467446140504,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
CollecTRI,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,NFATC4,0.6030165016180682,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
CollecTRI,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,NFATC4,-0.029964690505520548,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
CollecTRI,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,NFATC4,0.6912328270783717,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
CollecTRI,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,NFATC4,0.22353470585557933,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
CollecTRI,HC_1|Healthy|Ethmoid|Serous_glandular,NFE2L2,-2.7535082678184195,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
CollecTRI,HC_2|Healthy|Ethmoid|Serous_glandular,NFE2L2,-2.3929535513635654,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
CollecTRI,HC_3|Healthy|Ethmoid|Serous_glandular,NFE2L2,1.899348267239671,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
CollecTRI,HC_4|Healthy|Ethmoid|Serous_glandular,NFE2L2,-4.066386109811886,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
CollecTRI,HC_5|Healthy|Ethmoid|Serous_glandular,NFE2L2,0.17762105240085474,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
CollecTRI,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,NFE2L2,-0.26282227881019943,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
CollecTRI,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,NFE2L2,-0.07216581735390407,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
CollecTRI,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,NFE2L2,0.16155401928515953,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
CollecTRI,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,NFE2L2,5.599878158314932,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
CollecTRI,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,NFE2L2,-0.7583195141050033,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
CollecTRI,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,NFE2L2,-13.47186163431794,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
CollecTRI,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,NFE2L2,-0.05071050912597425,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
CollecTRI,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,NFE2L2,-0.1965345830133069,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
CollecTRI,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,NFE2L2,-2.1420439231588726,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
CollecTRI,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,NFE2L2,4.819898687682573,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
CollecTRI,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,NFE2L2,1.7483081875217104,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
CollecTRI,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,NFE2L2,3.293169512797179,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
CollecTRI,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,NFE2L2,1.3972461049888703,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
CollecTRI,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,NFE2L2,5.274629421931756,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
CollecTRI,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,NFE2L2,1.795652776716324,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
CollecTRI,HC_1|Healthy|Ethmoid|Serous_glandular,NFIA,0.7836662729763803,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
CollecTRI,HC_2|Healthy|Ethmoid|Serous_glandular,NFIA,-1.2980553077614458,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
CollecTRI,HC_3|Healthy|Ethmoid|Serous_glandular,NFIA,0.6343922424072852,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
CollecTRI,HC_4|Healthy|Ethmoid|Serous_glandular,NFIA,-1.3905108005878268,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
CollecTRI,HC_5|Healthy|Ethmoid|Serous_glandular,NFIA,-1.409929778342907,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
CollecTRI,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,NFIA,-0.7676952347024751,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
CollecTRI,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,NFIA,0.20191518569921973,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
CollecTRI,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,NFIA,-0.23237391059938275,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
CollecTRI,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,NFIA,2.2877153059100257,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
CollecTRI,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,NFIA,2.2727571349500035,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
CollecTRI,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,NFIA,-4.826401817178864,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
CollecTRI,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,NFIA,1.224832748906437,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
CollecTRI,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,NFIA,-0.8039219736894133,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
CollecTRI,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,NFIA,-0.13294333036355946,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
CollecTRI,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,NFIA,0.41543975251219983,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
CollecTRI,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,NFIA,0.17820508510476657,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
CollecTRI,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,NFIA,0.8537998434721282,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
CollecTRI,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,NFIA,1.743678045982491,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
CollecTRI,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,NFIA,-0.27252198476689504,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
CollecTRI,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,NFIA,0.537952520071821,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
CollecTRI,HC_1|Healthy|Ethmoid|Serous_glandular,NFIB,-1.7067949247640992,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
CollecTRI,HC_2|Healthy|Ethmoid|Serous_glandular,NFIB,-0.8080843424607012,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
CollecTRI,HC_3|Healthy|Ethmoid|Serous_glandular,NFIB,0.156972925481414,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
CollecTRI,HC_4|Healthy|Ethmoid|Serous_glandular,NFIB,-0.40700963200847495,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
CollecTRI,HC_5|Healthy|Ethmoid|Serous_glandular,NFIB,-0.7058566444581318,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
CollecTRI,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,NFIB,-1.47688518307951,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
CollecTRI,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,NFIB,-1.0733602918254577,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
CollecTRI,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,NFIB,0.6887937474507564,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
CollecTRI,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,NFIB,0.6787190307430642,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
CollecTRI,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,NFIB,2.1418762228699086,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
CollecTRI,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,NFIB,-1.2965497060964373,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
CollecTRI,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,NFIB,0.7513920746313548,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
CollecTRI,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,NFIB,-0.09273698289862187,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
CollecTRI,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,NFIB,-0.6978944077403969,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
CollecTRI,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,NFIB,0.25364368663600895,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
CollecTRI,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,NFIB,1.3520703657669828,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
CollecTRI,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,NFIB,0.153619154742184,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
CollecTRI,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,NFIB,0.6477109073995383,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
CollecTRI,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,NFIB,0.4054415332543776,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
CollecTRI,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,NFIB,1.0349324663562585,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
CollecTRI,HC_1|Healthy|Ethmoid|Serous_glandular,NFIC,-1.1247376362837334,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
CollecTRI,HC_2|Healthy|Ethmoid|Serous_glandular,NFIC,-1.5350774753051646,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
CollecTRI,HC_3|Healthy|Ethmoid|Serous_glandular,NFIC,0.2791086659793506,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
CollecTRI,HC_4|Healthy|Ethmoid|Serous_glandular,NFIC,-1.4340713909120477,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
CollecTRI,HC_5|Healthy|Ethmoid|Serous_glandular,NFIC,0.9184038763823774,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
CollecTRI,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,NFIC,-0.0992629184190122,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
CollecTRI,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,NFIC,0.120368576255023,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
CollecTRI,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,NFIC,0.7171152380609853,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
CollecTRI,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,NFIC,3.136237748148731,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
CollecTRI,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,NFIC,-0.5016798585086039,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
CollecTRI,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,NFIC,-6.589192013125047,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
CollecTRI,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,NFIC,1.6518192558092073,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
CollecTRI,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,NFIC,0.11110623262518023,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
CollecTRI,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,NFIC,-1.0972810156224926,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
CollecTRI,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,NFIC,1.4819169491325879,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
CollecTRI,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,NFIC,2.1284089844611778,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
CollecTRI,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,NFIC,1.7125080410529523,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
CollecTRI,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,NFIC,0.9084904381871375,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
CollecTRI,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,NFIC,-0.04288087942328802,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
CollecTRI,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,NFIC,-0.7413008184953486,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
CollecTRI,HC_1|Healthy|Ethmoid|Serous_glandular,NFIL3,-0.6059913169311942,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
CollecTRI,HC_2|Healthy|Ethmoid|Serous_glandular,NFIL3,-0.16024353161151292,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
CollecTRI,HC_3|Healthy|Ethmoid|Serous_glandular,NFIL3,-0.45450926374747946,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
CollecTRI,HC_4|Healthy|Ethmoid|Serous_glandular,NFIL3,-0.11664482603810954,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
CollecTRI,HC_5|Healthy|Ethmoid|Serous_glandular,NFIL3,0.6203916724654487,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
CollecTRI,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,NFIL3,-0.6225378378699321,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
CollecTRI,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,NFIL3,-0.2050872120314427,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
CollecTRI,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,NFIL3,1.4108070297727624,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
CollecTRI,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,NFIL3,0.8410805543373371,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
CollecTRI,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,NFIL3,-1.3039039620942972,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
CollecTRI,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,NFIL3,-2.0996048223849586,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
