network,column,source,activity,dataset,donor,disease,tissue,subtype,n_cells
PROGENy,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-0.906406847761088,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
PROGENy,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-3.9238173907324163,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
PROGENy,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,2.9748171115999336,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
PROGENy,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-0.7114191735386801,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
PROGENy,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-0.5023988073832004,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
PROGENy,HC_1|Healthy|Ethmoid|Serous_glandular,TGFb,-2.6820777764001975,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
PROGENy,HC_2|Healthy|Ethmoid|Serous_glandular,TGFb,-3.7795369233572447,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
PROGENy,HC_3|Healthy|Ethmoid|Serous_glandular,TGFb,-1.250340552998552,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
PROGENy,HC_4|Healthy|Ethmoid|Serous_glandular,TGFb,-1.9366070010199654,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
PROGENy,HC_5|Healthy|Ethmoid|Serous_glandular,TGFb,0.170869379087273,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
PROGENy,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,TGFb,0.15832619945902654,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
PROGENy,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,TGFb,-1.197549594355705,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
PROGENy,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,TGFb,-0.7536736680359032,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
PROGENy,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,TGFb,2.6068391147610463,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
PROGENy,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,TGFb,-1.59954705408422,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
PROGENy,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,TGFb,-6.037024012259717,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
PROGENy,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,TGFb,1.1102309262254453,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
PROGENy,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,TGFb,1.8342390675852707,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
PROGENy,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,TGFb,-0.17478430984754834,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
PROGENy,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,4.279949079261041,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
PROGENy,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,0.8194286194960182,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
PROGENy,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,4.8665060873927795,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
PROGENy,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,2.373725928602323,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
PROGENy,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,2.959055123621936,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
PROGENy,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,-1.7680286331331319,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
PROGENy,HC_1|Healthy|Ethmoid|Serous_glandular,TNFa,-4.828944459192508,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
PROGENy,HC_2|Healthy|Ethmoid|Serous_glandular,TNFa,-8.980060517385045,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
PROGENy,HC_3|Healthy|Ethmoid|Serous_glandular,TNFa,-3.4009662843889297,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
PROGENy,HC_4|Healthy|Ethmoid|Serous_glandular,TNFa,-5.006449248978081,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
PROGENy,HC_5|Healthy|Ethmoid|Serous_glandular,TNFa,-0.8309434028415899,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
PROGENy,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,TNFa,-6.620259935161468,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
PROGENy,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,TNFa,-7.953665022644778,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
PROGENy,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,TNFa,8.22012719262999,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
PROGENy,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,TNFa,6.7289303603349655,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
PROGENy,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,TNFa,6.6253481197317985,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
PROGENy,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,TNFa,-4.604975658187068,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
PROGENy,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,TNFa,-3.7465150621649452,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
PROGENy,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,TNFa,1.3656474955309026,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
PROGENy,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,TNFa,0.2683243630859535,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
PROGENy,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,3.886903229138652,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
PROGENy,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,2.6111715429633193,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
PROGENy,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,2.36586457852634,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
PROGENy,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,11.023310075633605,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
PROGENy,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,1.5553160518596665,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
PROGENy,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,1.321836581509195,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
PROGENy,HC_1|Healthy|Ethmoid|Serous_glandular,Trail,0.431558296539374,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
PROGENy,HC_2|Healthy|Ethmoid|Serous_glandular,Trail,-0.8157599393657998,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
PROGENy,HC_3|Healthy|Ethmoid|Serous_glandular,Trail,0.852203382164816,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
PROGENy,HC_4|Healthy|Ethmoid|Serous_glandular,Trail,2.1877043906478697,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
PROGENy,HC_5|Healthy|Ethmoid|Serous_glandular,Trail,1.8424643238004024,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
PROGENy,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,Trail,0.9541540671784332,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
PROGENy,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,Trail,-0.11555817436378424,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
PROGENy,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,Trail,2.4733225932824467,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
PROGENy,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,Trail,0.22806852814142034,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
PROGENy,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,Trail,-1.3764053726686574,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
PROGENy,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,Trail,0.8785222028054391,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
PROGENy,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,Trail,-0.7191968827086582,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
PROGENy,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,Trail,0.13602789552423183,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
PROGENy,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,Trail,-0.36188763760012843,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
PROGENy,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-1.8490173612149858,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
PROGENy,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-0.2700332077118114,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
PROGENy,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-0.4658460489565638,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
PROGENy,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,Trail,0.1414424062069961,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
PROGENy,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-1.100278765462053,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
PROGENy,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-3.051484696238997,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
PROGENy,HC_1|Healthy|Ethmoid|Serous_glandular,VEGF,0.026609320988182677,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
PROGENy,HC_2|Healthy|Ethmoid|Serous_glandular,VEGF,-2.4791746189456445,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
PROGENy,HC_3|Healthy|Ethmoid|Serous_glandular,VEGF,-0.798521504263226,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
PROGENy,HC_4|Healthy|Ethmoid|Serous_glandular,VEGF,-2.3901444328283574,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
PROGENy,HC_5|Healthy|Ethmoid|Serous_glandular,VEGF,-2.1856703894954514,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
PROGENy,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,VEGF,-1.0433829859724448,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
PROGENy,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,VEGF,-2.2747312411410783,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
PROGENy,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,VEGF,1.205787530966872,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
PROGENy,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,VEGF,1.3951274281183046,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
PROGENy,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,VEGF,0.2888102145153086,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
PROGENy,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,VEGF,-1.8949180730133874,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
PROGENy,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,VEGF,-1.2401170089195028,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
PROGENy,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,VEGF,-1.7433783694035068,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
PROGENy,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,VEGF,0.305571715079371,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
PROGENy,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,2.3054964621266443,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
PROGENy,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,0.23857078454079372,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
PROGENy,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,-0.1724373824508706,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
PROGENy,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,2.5603965671242053,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
PROGENy,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,3.2614377515549884,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
PROGENy,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,4.634668231418802,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
PROGENy,HC_1|Healthy|Ethmoid|Serous_glandular,WNT,-1.6529564082018098,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
PROGENy,HC_2|Healthy|Ethmoid|Serous_glandular,WNT,-0.8575169172987538,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
PROGENy,HC_3|Healthy|Ethmoid|Serous_glandular,WNT,0.9671462944161502,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
PROGENy,HC_4|Healthy|Ethmoid|Serous_glandular,WNT,-1.425319791557181,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
PROGENy,HC_5|Healthy|Ethmoid|Serous_glandular,WNT,-0.11644460691765172,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
PROGENy,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,WNT,-0.8280351649513082,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
PROGENy,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,WNT,-0.24555541106157777,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
PROGENy,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,WNT,2.04774906981212,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
PROGENy,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,WNT,1.4771537653257782,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
PROGENy,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,WNT,-0.7845671519051238,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
PROGENy,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,WNT,-4.993156300725292,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
PROGENy,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,WNT,-1.2120134198671964,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
PROGENy,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,WNT,-0.8197261422805591,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
PROGENy,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,WNT,-1.6676852827831938,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
PROGENy,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,WNT,1.6673344950525362,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
PROGENy,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,WNT,1.3659388495198483,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
PROGENy,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,WNT,2.2023396129348356,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
PROGENy,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,WNT,3.298657148138285,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
PROGENy,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,WNT,2.508026554921267,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
PROGENy,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,WNT,-0.9313691925711745,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
PROGENy,HC_1|Healthy|Ethmoid|Serous_glandular,p53,2.356320690189136,GSE235711,HC_1,Healthy,Ethmoid,Serous_glandular,1847
PROGENy,HC_2|Healthy|Ethmoid|Serous_glandular,p53,-0.9258156405401015,GSE235711,HC_2,Healthy,Ethmoid,Serous_glandular,792
PROGENy,HC_3|Healthy|Ethmoid|Serous_glandular,p53,-0.1379139705444947,GSE235711,HC_3,Healthy,Ethmoid,Serous_glandular,680
PROGENy,HC_4|Healthy|Ethmoid|Serous_glandular,p53,0.6879359779830375,GSE235711,HC_4,Healthy,Ethmoid,Serous_glandular,816
PROGENy,HC_5|Healthy|Ethmoid|Serous_glandular,p53,2.5854715979320355,GSE235711,HC_5,Healthy,Ethmoid,Serous_glandular,242
PROGENy,CRSsNP_1|CRSsNP|Ethmoid|Serous_glandular,p53,0.32964101171448235,GSE235711,CRSsNP_1,CRSsNP,Ethmoid,Serous_glandular,2785
PROGENy,CRSsNP_2|CRSsNP|Ethmoid|Serous_glandular,p53,2.431968778604107,GSE235711,CRSsNP_2,CRSsNP,Ethmoid,Serous_glandular,596
PROGENy,CRSsNP_3|CRSsNP|Ethmoid|Serous_glandular,p53,-0.6177562081455992,GSE235711,CRSsNP_3,CRSsNP,Ethmoid,Serous_glandular,875
PROGENy,CRSsNP_4|CRSsNP|Ethmoid|Serous_glandular,p53,1.8607052373760546,GSE235711,CRSsNP_4,CRSsNP,Ethmoid,Serous_glandular,1945
PROGENy,CRSsNP_5|CRSsNP|Ethmoid|Serous_glandular,p53,0.37666783719835545,GSE235711,CRSsNP_5,CRSsNP,Ethmoid,Serous_glandular,53
PROGENy,CRSwNP_1|CRSwNP|Ethmoid|Serous_glandular,p53,-1.4075996350831372,GSE235711,CRSwNP_1,CRSwNP,Ethmoid,Serous_glandular,105
PROGENy,CRSwNP_2|CRSwNP|Ethmoid|Serous_glandular,p53,0.882760167585375,GSE235711,CRSwNP_2,CRSwNP,Ethmoid,Serous_glandular,68
PROGENy,CRSwNP_3|CRSwNP|Ethmoid|Serous_glandular,p53,-0.8912717283052082,GSE235711,CRSwNP_3,CRSwNP,Ethmoid,Serous_glandular,490
PROGENy,CRSwNP_6|CRSwNP|Ethmoid|Serous_glandular,p53,-2.5719646685879427,GSE235711,CRSwNP_6,CRSwNP,Ethmoid,Serous_glandular,129
PROGENy,CRSwNP_1|CRSwNP|Nasal_polyp|Serous_glandular,p53,2.608538177258202,GSE235711,CRSwNP_1,CRSwNP,Nasal_polyp,Serous_glandular,216
PROGENy,CRSwNP_2|CRSwNP|Nasal_polyp|Serous_glandular,p53,-1.616808604715754,GSE235711,CRSwNP_2,CRSwNP,Nasal_polyp,Serous_glandular,378
PROGENy,CRSwNP_3|CRSwNP|Nasal_polyp|Serous_glandular,p53,0.9373354242479736,GSE235711,CRSwNP_3,CRSwNP,Nasal_polyp,Serous_glandular,2327
PROGENy,CRSwNP_4|CRSwNP|Nasal_polyp|Serous_glandular,p53,-3.3863803947437496,GSE235711,CRSwNP_4,CRSwNP,Nasal_polyp,Serous_glandular,427
PROGENy,CRSwNP_5|CRSwNP|Nasal_polyp|Serous_glandular,p53,2.66366156323839,GSE235711,CRSwNP_5,CRSwNP,Nasal_polyp,Serous_glandular,339
PROGENy,CRSwNP_6|CRSwNP|Nasal_polyp|Serous_glandular,p53,-6.165495612661131,GSE235711,CRSwNP_6,CRSwNP,Nasal_polyp,Serous_glandular,64
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,Androgen,-2.349328893246726,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,Androgen,-3.587854507076663,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,Androgen,2.581271333705861,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,Androgen,-1.9467104291316668,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,Androgen,-4.8206814498996335,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,Androgen,1.7469447817195105,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,Androgen,1.0963300474600555,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,Androgen,1.5618923580478132,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,Androgen,-7.928898432191893,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,Androgen,-0.9131379517884706,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,Androgen,-1.7656246243421132,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,Androgen,3.2837513406015213,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,Androgen,3.3241533795766633,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,Androgen,2.5243147501491143,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,-1.8219343211432892,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,-3.5020512631954293,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,2.369580988851626,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,2.2073092844120374,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,-1.2084379289027334,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,1.0770603469504278,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,1.4180087035384887,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,0.8910392581839808,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,1.2861374121535984,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,-1.1918248295165415,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,0.7547334566881653,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,0.4466959959354371,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,0.7875371923085467,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,1.7265030821193166,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,Androgen,1.953220918032936,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,EGFR,-0.014647906658839875,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,EGFR,0.6921523845766412,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,EGFR,0.30956309478578115,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
