network,column,source,activity,dataset,donor,disease,tissue,subtype,n_cells
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,EGFR,4.068276356077909,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,EGFR,6.874171331443436,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,EGFR,9.716821720932373,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,EGFR,10.172990440214779,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,EGFR,10.259190736390707,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,EGFR,5.688221496067867,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,EGFR,-0.7525027390561562,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,EGFR,1.0500248808548855,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,EGFR,3.3243092456580263,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,EGFR,4.254009511252117,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,EGFR,2.405584838851457,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,1.889526782238681,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,1.2588133398734282,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-6.698357812355409,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-8.510542422411989,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-5.796831803060104,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-6.287792782561255,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-0.7773519178371971,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-1.217256519237453,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,1.4980905865886978,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-0.32882355502058,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-8.339728298284134,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-8.374470574383885,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-4.67954674546508,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-5.616648052478087,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,EGFR,-6.067245616996649,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,Estrogen,2.751015529183365,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,Estrogen,2.874456071467164,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,Estrogen,-0.06127386860460316,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,Estrogen,1.1999069587414881,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,Estrogen,0.5828068087824343,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,Estrogen,4.169103771879369,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,Estrogen,3.255634833337941,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,Estrogen,3.193190118816606,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,Estrogen,2.4807526033371543,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,Estrogen,-0.6863190172045188,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,Estrogen,-0.8073672690629298,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,Estrogen,4.758510530200335,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,Estrogen,4.6852412507608125,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,Estrogen,3.356461764988652,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-1.835807805425447,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-2.3617743399455264,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-1.7176094193312348,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-1.8146423965342218,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-1.8754324494208043,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-1.4071991661292411,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-3.018379727273265,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-3.385990282858462,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-1.8811035687209592,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-1.6884939340873948,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-2.3819756903887526,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-2.9653333757863987,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-1.783279536037718,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-1.3161551781259944,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,Estrogen,-2.3189432165577593,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,Hypoxia,-3.0501382493408156,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,Hypoxia,-3.300458603072155,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,Hypoxia,-1.1337675508489193,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,Hypoxia,-1.14830596291967,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,Hypoxia,-1.9917718416973789,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,Hypoxia,0.592453050243493,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,Hypoxia,0.6561104283591086,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,Hypoxia,0.9570459707187366,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,Hypoxia,-3.7238574934129076,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,Hypoxia,-0.1866078552867293,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,Hypoxia,1.9191682700405277,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,Hypoxia,1.4109203898527933,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,Hypoxia,1.274381717027139,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,Hypoxia,2.0944196154991217,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,4.1073553628943165,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,2.004002744084325,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,2.137107751394683,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,2.768362536648407,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,-2.490293513014012,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,-0.40875510540101134,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,2.2018759430540404,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,0.005722422452366514,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,-0.889452154472773,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,0.4471776244824696,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,-1.5523565205069367,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,-1.2502673127100912,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,-0.6799574676501678,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,-0.42666322361666165,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,Hypoxia,-0.34345097280128173,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,JAK-STAT,-8.141807561553346,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,JAK-STAT,-10.361283418544033,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,JAK-STAT,-2.1833839603657035,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,JAK-STAT,3.539409826397709,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,JAK-STAT,-11.931569123995388,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,JAK-STAT,4.396603018024987,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,JAK-STAT,4.377457997961837,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,JAK-STAT,3.0795204252919897,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,JAK-STAT,-14.912863914309098,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,JAK-STAT,-6.995319775002704,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,JAK-STAT,-5.8524501290993465,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,JAK-STAT,6.337027353378139,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,JAK-STAT,5.937952013155315,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,JAK-STAT,6.660742751710756,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,-1.7474163918104966,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,-3.3775367338013527,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,-0.20774515788112582,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,-0.16114995146373595,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,1.1570558464110932,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,1.0041079973094553,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,-1.567738637426772,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,-1.9825271741148027,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,-4.66880620980572,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,-5.117945817523802,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,1.6823591768930242,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,1.2199256557051252,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,12.131349133623782,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,13.452347333475005,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,JAK-STAT,14.233685427359225,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,MAPK,-1.1527263341088358,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,MAPK,-2.590178488495845,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,MAPK,-0.5667372404255211,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,MAPK,-0.5623529521300304,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,MAPK,-0.0037386976768587587,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,MAPK,11.326014652760389,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,MAPK,11.25333887606896,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,MAPK,11.81564534907894,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,MAPK,-4.063783516655485,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,MAPK,-2.1823050992164963,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,MAPK,-0.387651086693912,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,MAPK,8.757748098273877,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,MAPK,9.61376052439579,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,MAPK,7.536442007016356,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-0.5955757882329035,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-3.278653747321337,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-2.4738139298317905,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-4.353348854720659,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-5.540215398121831,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-4.6775495896645625,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-1.825150335760321,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-1.8666658780337135,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-2.482592386506566,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-2.7881050190364927,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-6.499758649376774,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-7.664478399254107,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-1.1205943530167308,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-1.3451809177291967,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,MAPK,-2.281792845584325,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,NFkB,-9.597530245834589,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,NFkB,-10.091933339131371,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,NFkB,0.10261538767765778,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,NFkB,-3.700258923621212,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,NFkB,-1.9492805067154224,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,NFkB,10.868367505108957,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,NFkB,10.445489506183772,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,NFkB,10.77975648531343,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,NFkB,-6.351757710245723,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,NFkB,-2.0504803920819756,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
