paired_top_ranked_percentage,external_top_ranked_percentage,direction,overlap_p_value,minus_log10_p,p_value_underflow
2.99773389446423,41.4567821301392,Concordant decreases,4.1039303034978495e-46,45.386800023399,False
2.99773389446423,42.8811913240531,Concordant decreases,2.793319056702849e-42,41.5538794557592,False
2.99773389446423,44.305600517967,Concordant decreases,4.0722798545302474e-42,41.3901623841335,False
2.99773389446423,45.7300097118809,Concordant decreases,1.1291480709879327e-39,38.9472491030738,False
2.99773389446423,47.1544189057948,Concordant decreases,2.4493212895490986e-37,36.6109542425902,False
2.99773389446423,48.5788280997086,Concordant decreases,4.2196021156146694e-35,34.3747284985975,False
2.99773389446423,49.9967627063775,Concordant decreases,1.6531383866318678e-33,32.7816907894806,False
4.42214308837812,2.99773389446423,Concordant decreases,1.2504305682378598e-97,96.9029404180225,False
4.42214308837812,4.42214308837812,Concordant decreases,1.6490249001745594e-105,104.782772786486,False
4.42214308837812,5.846552282292,Concordant decreases,2.123363059805078e-107,106.672975742344,False
4.42214308837812,7.27096147620589,Concordant decreases,3.697529503282466e-103,102.432088352,False
4.42214308837812,8.69537067011978,Concordant decreases,5.670101705738555e-101,100.246409151011,False
4.42214308837812,10.1197798640337,Concordant decreases,7.987430256469957e-102,101.097592920929,False
4.42214308837812,11.5441890579476,Concordant decreases,2.9835190170782624e-100,99.5252711895994,False
4.42214308837812,12.9685982518614,Concordant decreases,4.080340807733295e-97,96.3893035612394,False
4.42214308837812,14.3930074457753,Concordant decreases,1.650978586173667e-95,94.7822585596669,False
4.42214308837812,15.8174166396892,Concordant decreases,5.763740338629228e-93,92.2392955927506,False
4.42214308837812,17.2418258336031,Concordant decreases,4.7803269726284774e-88,87.3205423967871,False
4.42214308837812,18.666235027517,Concordant decreases,2.2828166271514078e-89,88.6415289728789,False
4.42214308837812,20.0906442214309,Concordant decreases,9.467755259013081e-87,86.0237529770879,False
4.42214308837812,21.5150534153448,Concordant decreases,1.884635150896211e-82,81.7247727129855,False
4.42214308837812,22.9394626092587,Concordant decreases,1.47353700099182e-82,81.8316389544019,False
4.42214308837812,24.3638718031725,Concordant decreases,1.4354879679139178e-79,78.8430004433559,False
4.42214308837812,25.7882809970864,Concordant decreases,1.1230588867580997e-73,72.9495974712331,False
4.42214308837812,27.2126901910003,Concordant decreases,4.7185117893638825e-70,69.3261949555144,False
4.42214308837812,28.6370993849142,Concordant decreases,6.734608138466719e-68,67.1716876691693,False
4.42214308837812,30.0615085788281,Concordant decreases,6.22087214459349e-66,65.206148724468,False
4.42214308837812,31.485917772742,Concordant decreases,5.652742731443e-63,62.247740779772,False
4.42214308837812,32.9103269666559,Concordant decreases,4.512500936031898e-63,62.3455826950002,False
4.42214308837812,34.3347361605698,Concordant decreases,7.411171238997084e-60,59.1301131520156,False
4.42214308837812,35.7591453544836,Concordant decreases,2.534231875523351e-61,60.5961536508365,False
4.42214308837812,37.1835545483975,Concordant decreases,1.74637203163215e-59,58.757863232524,False
4.42214308837812,38.6079637423114,Concordant decreases,2.495060460168904e-58,57.6029189261129,False
4.42214308837812,40.0323729362253,Concordant decreases,1.6097935297102496e-54,53.7932298225133,False
4.42214308837812,41.4567821301392,Concordant decreases,1.4086158916658763e-53,52.8512074163101,False
4.42214308837812,42.8811913240531,Concordant decreases,1.3751345015114354e-50,49.8616548215374,False
4.42214308837812,44.305600517967,Concordant decreases,2.3679095802336233e-50,49.6256348853762,False
4.42214308837812,45.7300097118809,Concordant decreases,4.686977696032042e-47,46.3291071131564,False
4.42214308837812,47.1544189057948,Concordant decreases,6.476599677043906e-45,44.1886529461488,False
4.42214308837812,48.5788280997086,Concordant decreases,7.195777198284817e-43,42.1429222921099,False
4.42214308837812,49.9967627063775,Concordant decreases,6.521570400046517e-42,41.185647813171,False
5.846552282292,2.99773389446423,Concordant decreases,9.742684002129947e-91,90.011321383292,False
5.846552282292,4.42214308837812,Concordant decreases,1.1853794526855406e-98,97.9261426050729,False
5.846552282292,5.846552282292,Concordant decreases,2.3584623719094706e-100,99.6273710483148,False
5.846552282292,7.27096147620589,Concordant decreases,6.331945746274242e-96,95.1984628149396,False
5.846552282292,8.69537067011978,Concordant decreases,6.9156762905938475e-96,95.1601653434055,False
5.846552282292,10.1197798640337,Concordant decreases,1.7030695504264172e-95,94.7687676158368,False
5.846552282292,11.5441890579476,Concordant decreases,1.0740796263165331e-91,90.9689635212547,False
5.846552282292,12.9685982518614,Concordant decreases,6.423877448973792e-91,90.1922027528698,False
5.846552282292,14.3930074457753,Concordant decreases,9.820821215949131e-89,88.0078521950396,False
5.846552282292,15.8174166396892,Concordant decreases,8.744942237515691e-88,87.0582430547972,False
5.846552282292,17.2418258336031,Concordant decreases,7.464648625723325e-83,82.1269906304709,False
5.846552282292,18.666235027517,Concordant decreases,1.2036163296776678e-84,83.9195119287412,False
5.846552282292,20.0906442214309,Concordant decreases,8.069816543913451e-82,81.0931363382484,False
5.846552282292,21.5150534153448,Concordant decreases,8.799786012056574e-79,78.0555278886354,False
5.846552282292,22.9394626092587,Concordant decreases,5.542560190526542e-79,78.2562895818812,False
5.846552282292,24.3638718031725,Concordant decreases,5.504027959361585e-80,79.2593193686378,False
5.846552282292,25.7882809970864,Concordant decreases,8.68825681092384e-74,73.0610673505178,False
5.846552282292,27.2126901910003,Concordant decreases,7.537012547867492e-72,71.1228007616998,False
5.846552282292,28.6370993849142,Concordant decreases,1.3923976920307886e-69,68.8562367052521,False
5.846552282292,30.0615085788281,Concordant decreases,4.791233024154008e-68,67.3195527064862,False
5.846552282292,31.485917772742,Concordant decreases,1.2262487793386016e-65,64.9114214119274,False
5.846552282292,32.9103269666559,Concordant decreases,1.9761702730988395e-64,63.7041756379461,False
5.846552282292,34.3347361605698,Concordant decreases,7.537254721354695e-62,61.1227868075079,False
5.846552282292,35.7591453544836,Concordant decreases,1.9802101391644975e-63,62.7032887201238,False
5.846552282292,37.1835545483975,Concordant decreases,4.2125833123921283e-60,59.3754514969801,False
5.846552282292,38.6079637423114,Concordant decreases,2.046649797847104e-58,57.6889564630893,False
5.846552282292,40.0323729362253,Concordant decreases,7.589421222214885e-57,56.1197913426266,False
5.846552282292,41.4567821301392,Concordant decreases,2.4050822784854434e-56,55.6188700617097,False
5.846552282292,42.8811913240531,Concordant decreases,1.6823996458572643e-54,53.7740708317401,False
