gene,paired_effect,external_effect,paired_se,paired_ci_low,paired_ci_high,paired_p_value,paired_fdr,external_se,external_ci_low,external_ci_high,external_p_value,external_fdr,strong_gene,locked_40_gene_module,same_direction
EPS15L1,0.2586680944329641,0.0427386526797155,0.4518403602261364,-1.1792895905467633,1.6966257794126918,0.6070880705858808,0.8143342426120244,0.1446248045094261,-0.2652784032867106,0.3507557086461417,0.7716162385743318,0.8473399180919883,False,False,True
EPS8,0.6974216747142281,-0.333982241009596,0.3176213202193332,-0.3133911222971224,1.7082344717255786,0.1156289134294196,0.4419067896369371,0.1948925021123414,-0.7762301660755226,0.1082656840563305,0.1214212295880686,0.2328900808574217,False,False,False
EPS8L1,0.6123122728373351,0.9684560065470782,0.4289888499232606,-0.7529217076088526,1.9775462532835228,0.2487678349108436,0.5661871499997675,0.1560645261921437,0.6417132493798245,1.2951987637143318,5.9346624584447695e-06,0.00042528720754,True,False,True
EPS8L2,0.3768234869171811,0.3227610517808612,0.0384988562971013,0.2543029439368225,0.4993440298975397,0.0022662978519714,0.3087701238239953,0.1039908728120227,0.0939319115909025,0.5515901919708199,0.0100156078400346,0.0413701830219535,False,False,True
EPSTI1,0.6290076227435419,-0.2175663744549658,0.3761687471247734,-0.5681292167068948,1.8261444621939784,0.1930896062379595,0.5177826092456715,0.3946221609936866,-1.0756011853093153,0.6404684363993836,0.5913410435698566,0.7110220355269247,False,False,False
ERAL1,0.3897929080955487,0.6665320077028536,0.1781618114676832,-0.1771974905524322,0.9567833067435296,0.1164877254501652,0.442665150098831,0.1984143748394727,0.2407900088838017,1.0922740065219054,0.0047033544754386,0.0260038023915383,False,False,True
ERAP1,-0.0840232048482289,0.1914514793113246,0.1731659315179444,-0.6351144838085228,0.4670680741120649,0.6607488113982176,0.845899568349178,0.1910857633599103,-0.2161410547361903,0.5990440133588397,0.3324080190234935,0.4760626176798164,False,False,False
ERAP2,0.570162332188896,-0.5165506418953929,0.8141069291784014,-2.0206892566807726,3.161013921058565,0.5341352160277131,0.7722236210282005,0.7007784200366322,-2.01752659486141,0.984425311070624,0.4730546754106065,0.6069806232113639,True,False,False
ERBB2,0.3508983415326978,1.044319088967396,0.3184163479084851,-0.6624445884105925,1.3642412714759882,0.3509333017421838,0.6488588317511483,0.2136572083843991,0.5293824443717239,1.559255733563068,0.0022883706829189,0.016692251753317,False,False,True
ERBB3,0.2174842619193873,0.4904951856858019,0.2530371217606378,-0.5877927913273782,1.0227613151661528,0.4532662426837586,0.7219659246402808,0.1752565517410443,0.0865765121002404,0.8944138592713635,0.0231709186919701,0.0718971066550826,False,False,True
ERBB4,-0.0007757633138774,-1.268438741650598,0.4608978759893586,-1.46755850586932,1.466006979241565,0.9987627036010438,0.9995023008285936,0.3855606513661349,-2.0756572850305126,-0.4612201982706834,0.003868809509192,0.0230430763433958,False,False,True
ERBIN,0.4967304883660495,-0.0793355676000571,0.3361999243411064,-0.5732077186899669,1.566668695422066,0.2360582129607053,0.5545787257614786,0.266230874045215,-0.745353805445855,0.5866826702457408,0.77663641860798,0.8509341833667956,False,False,False
ERC1,0.0529910437535883,-0.5820560388520635,0.2424590000643593,-0.7186217051840142,0.8246037926911909,0.8410191588730802,0.9337880025992398,0.1807743404016936,-0.988409118207088,-0.1757029594970388,0.0099347738793119,0.0411494069893849,False,False,False
ERC2,0.2600653227077764,0.258429909618532,0.6590513501084306,-1.8373302114370376,2.3574608568525908,0.719514103548387,0.8746886816214293,0.361287182448715,-0.5109941406131906,1.0278539598502547,0.485303807270786,0.6177368060480138,False,False,True
ERCC1,0.6645808064109628,-0.0626670272930338,0.1745566763234186,0.1090635567828951,1.2200980560390304,0.0318473964320411,0.3561624842573817,0.0933961134636862,-0.2585125036836536,0.1331784490975859,0.5105280810715587,0.6415758208782784,False,False,False
ERCC2,0.18026418662398,0.4857418073870114,0.7008287582782564,-2.050085705795226,2.410614079043186,0.8136452364464246,0.9207180517015936,0.1195001500921336,0.2356187095690013,0.7358649052050215,0.0006612508769618,0.0081492294661074,False,False,True
ERCC3,1.2744682304137642,1.2108132579452544,0.310860124823243,0.2851725747100023,2.263763886117526,0.0262535778561711,0.3493165958558843,0.206575889112409,0.7344109182657618,1.6872155976247472,0.0003785382664545,0.0057815941576684,True,False,True
ERCC4,0.8273441711166049,0.7910611228662985,0.356332955561644,-0.3066663267613728,1.9613546689945824,0.1029121542511786,0.4314656963019406,0.2084516127013444,0.3536428548268364,1.2284793909057603,0.0012933067534157,0.0118487100512302,True,False,True
ERCC5,-0.2593576437378476,0.5306968845086972,0.2034019885868976,-0.9066735508035788,0.3879582633278835,0.2920613859614739,0.6039790354944324,0.1222849651446631,0.2733650915190954,0.7880286774982991,0.0004137628446307,0.0060694645269685,False,False,False
ERCC6,0.3095313442869217,0.1766704057376555,0.4021472159757813,-0.9702805773753326,1.589343265949176,0.4975320563564943,0.7497377416522886,0.1538841665520998,-0.1462624027216721,0.4996032141969833,0.2657338393579558,0.4073927108711059,False,False,True
ERCC6L,1.2670814974708546,0.1007952917833665,0.4966997118103669,-0.3136386652155298,2.847801660157239,0.0838695875394699,0.4118599756888589,0.1870354246761246,-0.2910681011641106,0.4926586847308437,0.5962995765768954,0.7146965697611752,False,False,True
ERCC6L2,0.1366204649763309,0.1526216714864658,0.4232196791034713,-1.2102534391098676,1.4834943690625295,0.7680280378613211,0.8967415317199484,0.2979165978828115,-0.542829110891549,0.8480724538644807,0.6232270001991994,0.7352865852686252,False,False,True
ERCC8,1.1699778426991263,0.363008927870609,0.7045032115575889,-1.0720657999828285,3.4120214853810813,0.1953552768912571,0.5207712771325665,0.2483118392128255,-0.1671874700863925,0.8932053258276106,0.1648099843855174,0.2889497159361721,False,False,True
EREG,1.5285322331976992,-0.2826600946296209,1.3944596198888652,-2.909260631984944,5.9663250983803415,0.3531244513578007,0.6506144158496022,0.5674637369598514,-1.473539087091431,0.9082188978321892,0.6243445097349107,0.7362295656554549,False,False,False
ERF,0.5566191052241977,-0.7284602105614271,0.2123152013460518,-0.1190626228551114,1.2323008333035068,0.0788884089456901,0.4063826136506674,0.3427510800748194,-1.4690610321966044,0.0121406110737504,0.0533365213167274,0.1288516764974731,True,False,False
ERG28,0.2539954181989969,0.8230769220051668,0.1207554991541115,-0.1303024739266952,0.6382933103246891,0.1261580091196826,0.4518291947204286,0.2924367671490576,0.0844786649599897,1.5616751790503438,0.0349106622973613,0.0954654364681646,False,False,True
ERGIC1,-0.0237856715079087,0.1991626290616457,0.2481701378320459,-0.8135738097332519,0.7660024667174343,0.929687851232238,0.9715948811659052,0.0985444708813634,-0.0071592003566464,0.4054844584799378,0.0576628423684003,0.1360687846218775,False,False,False
ERGIC2,0.2024648803807183,0.2166738830004577,0.1163402901340665,-0.1677818461120763,0.572711606873513,0.1801846324898789,0.5070990506608598,0.1563790684504288,-0.1297225949676539,0.5630703609685694,0.1947275985223363,0.3256605843162722,False,False,True
ERGIC3,0.4658978401451801,0.4686458049937645,0.0973214272677884,0.1561776235118696,0.7756180567784905,0.0173335182484975,0.3329329087570855,0.1249366661195537,0.1880135352070713,0.7492780747804577,0.0041790676468166,0.0241857073139149,False,False,True
ERH,0.4450009651498623,0.6226619008296899,0.0913179123994874,0.1543866122278921,0.7356153180718324,0.0165137279133643,0.3329329087570855,0.1073734194609862,0.3820213621996859,0.8633024394596938,0.0002036982126671,0.0039277720438845,False,False,True
ERI1,0.4563585364210172,-0.0534957747215121,0.3920074968370582,-0.7911842735315937,1.703901346373628,0.3285261415109805,0.6327782480893184,0.2203788484975032,-0.5469370160426461,0.4399454665996219,0.8132833030055314,0.8778294509440172,False,False,False
ERI2,0.063117998336212,1.207178777781882,0.2579014926611362,-0.7576396541103741,0.8838756507827982,0.8224450578084231,0.9249348720110756,0.2898111188063963,0.5311845394980309,1.883173016065733,0.0036111221915119,0.0220871136942555,False,False,True
ERI3,0.5750125840114579,0.9904850436742288,0.2112171128264619,-0.0971745363158078,1.2471997043387235,0.0724041377358721,0.3996572476812984,0.1689502296367822,0.6284141517998054,1.352555935548652,3.986255652065696e-05,0.0014152141409963,True,False,True
ERICH1,0.3203399479482467,-0.1205619994221205,0.2486815183370335,-0.4710756312757882,1.1117555271722817,0.2880541853489584,0.6004991930275391,0.1537620402104299,-0.4601713686156563,0.2190473697714152,0.4500092487067445,0.5863638628085341,False,False,False
ERICH2,1.358662034016664,0.942102500249958,0.5580613528677794,-0.417338256539028,3.134662324572356,0.0929463278590241,0.4212294255656772,0.3323103608013709,0.243502089289227,1.6407029112106888,0.0110471950367225,0.0440803517839373,True,False,True
ERICH5,0.8773497183844681,1.8526562431832765,0.4358622771447625,-0.5097585751274247,2.2644580118963606,0.1375962161580531,0.4630089272421986,0.5646659903284057,0.5106945901601827,3.1946178962063696,0.013945716553921,0.0514424056014091,True,False,True
ERICH6-AS1,1.0144673776433883,1.4975620028778789,0.3224641971214301,-0.0117576150719842,2.040692370358761,0.0514247906922141,0.3782641821579146,0.5446864920657728,0.2846335143697158,2.7104904913860413,0.0204229867982797,0.0661661665396407,True,False,True
ERLEC1,0.0920643812896477,0.4764313113970981,0.1617132200230032,-0.4225792582880903,0.6067080208673858,0.6089841899130747,0.8151569801809414,0.0971051626660541,0.2552567920765084,0.6976058307176879,0.0009548130006867,0.0099557209291158,False,False,True
ERLIN1,0.0734531264325206,0.6933453382664245,0.2920952384059331,-0.856124285823405,1.0030305386884464,0.8176926758165524,0.923019511442785,0.1896935952201221,0.2486223350095907,1.1380683415232582,0.0075328162750824,0.0345041189534721,False,False,True
ERLIN2,0.1157757918607098,0.5803931821958992,0.0577392118651531,-0.0679761496095399,0.2995277333309596,0.1386326350968522,0.4632263625931916,0.1118324623021915,0.3267980224352296,0.8339883419565688,0.0006013408540537,0.007690790550125,False,False,True
ERMAP,0.2804251421092465,0.9308673122572104,0.3382628605554795,-0.7960782486802374,1.3569285328987304,0.4678952366052477,0.72978237263768,0.2880278983206273,0.2974095549790057,1.5643250695354152,0.0079272238199671,0.0356792912923938,False,False,True
ERMARD,0.5220754893856825,0.6403269877200892,0.1986328476837639,-0.1100628828334936,1.1542138616048585,0.078436619100614,0.4059227614180516,0.1663480782999994,0.2785626545723893,1.002091320867789,0.0022444848707645,0.0165136148845867,True,False,True
ERMN,-0.4261148642953183,2.976577746127977,0.8406997775664328,-3.101596765264447,2.249367036673811,0.647161865250773,0.8373492811681713,0.2836529853362751,2.3779671736610632,3.575188318594892,7.871437473783422e-09,9.154029732670664e-06,False,False,False
ERMP1,0.5608327102188964,0.385140318680051,0.4598124021087715,-0.90249556999579,2.0241609904335824,0.3097211093371623,0.6192059497044241,0.2824953721191734,-0.2837204969293044,1.054001134289407,0.2152556427825686,0.350192015870149,False,False,True
ERN1,-0.513533786652879,-0.7574870482163041,0.2249723359341137,-1.2294961659374444,0.2024285926316864,0.1066745108102309,0.4346232540373137,0.1927161139094045,-1.1751108193557918,-0.3398632770768163,0.0018201101545489,0.0146093971734341,True,False,True
ERN2,0.479828644282102,2.123840171935061,0.6144196669508828,-1.475528954699381,2.435186243263585,0.4917928819773141,0.7455700515392484,0.5194306062117459,0.8217294190159443,3.4259509248541784,0.0078609744993738,0.0354950248000273,False,False,True
ERO1A,0.4060224341549721,0.0739957543273828,0.2317414335666125,-0.3314822348802437,1.143527103190188,0.1780569608889906,0.505021615769038,0.143887472712372,-0.2469714657291785,0.3949629743839441,0.6183342011340942,0.7311503900431645,False,False,True
ERO1B,-0.5797497791224032,-1.1264176290590229,0.2561612783983692,-1.3949692931180446,0.2354697348732382,0.108602293377185,0.4346882469958009,0.1714137412360736,-1.485342136024029,-0.7674931220940162,2.812797843067948e-06,0.0002677503539575,True,False,True
ERP27,-0.1192161755642259,0.5288800432572016,0.613385855713833,-2.0712837257939998,1.8328513746655477,0.8583126580615733,0.9411683827400562,0.2997838909364154,-0.0993375805116958,1.157097667026099,0.09405766943373,0.1943131878500813,False,False,False
ERP29,0.1857378562758234,0.4347945977537311,0.0988082378161371,-0.1287140550937361,0.500189767645383,0.156729008472227,0.4827133454764121,0.1393947360705029,0.1182984236906297,0.7512907718168325,0.0126953564415472,0.0483826473660921,False,False,True
ERP44,0.0188402236605245,0.1422819866121623,0.1610516057799748,-0.4936978641139645,0.5313783114350136,0.914265985556784,0.965495774787932,0.0757897090964379,-0.0193090040485805,0.3038729772729051,0.0801285215580089,0.1729240570389652,False,False,True
ERRFI1,0.2678540984638038,-0.7145537371174369,0.1490476632279123,-0.2064820866870362,0.7421902836146439,0.1701728766973993,0.4965476943476131,0.2325169598320045,-1.2086028216858904,-0.2205046525489833,0.0074682074011192,0.0343653832411907,False,False,False
ERV3-1,0.3612320735165173,0.0294013795456895,0.3429218767822171,-0.7300983862500046,1.4525625332830392,0.369507695810631,0.6637636652488863,0.1279813627978663,-0.2385655477037483,0.2973683067951274,0.8207685939483715,0.8832877486644102,False,False,True
ERVK3-1,0.0757588424622363,-0.1607418082420189,0.2436403945849026,-0.6996136311023519,0.8511313160268245,0.7761954753004239,0.9010223894712304,0.1643934215046185,-0.5353797275656136,0.2138961110815757,0.3549242397699751,0.4983009364682974,False,False,False
ERVMER34-1,0.6995388484675242,-0.2701948231215371,0.4570778328624015,-0.7550868119525096,2.154164508887558,0.2233985805406381,0.5445065410325611,0.2601215345058443,-0.8417426564485447,0.3013530102054705,0.3209220657302612,0.4645133821912415,False,False,False
ESAM,-0.4334658982876962,-0.9169655078136056,0.3576137818574002,-1.571552557078313,0.7046207605029209,0.3122257229314603,0.621057248723453,0.3446922246326623,-1.643968784858815,-0.189962230768396,0.016444030711729,0.0573495647509415,False,False,True
ESCO1,0.4157024738147209,0.4412848968304379,0.4301101314054273,-0.9530999247415712,1.7845048723710133,0.405086617355266,0.6901718571694334,0.1632065179792251,0.0757468619226423,0.8068229317382336,0.0228727471208719,0.0712006482956174,False,False,True
ESCO2,0.2506286759206482,-0.2093703367634988,0.8476422974395227,-2.4469474217679545,2.948204773609251,0.7867609521260488,0.9066256091636602,0.306044209462919,-0.8781036286274188,0.4593629551004211,0.5072282237668134,0.6383059247103221,False,False,False
ESD,0.0201010192837045,0.1159425666566971,0.3192945618003479,-0.9960367792149932,1.0362388177824022,0.9537625535261532,0.9807267143787274,0.1140354087301406,-0.1228247493150189,0.3547098826284131,0.3221264819997335,0.4658400221233515,False,False,True
ESF1,-0.0364787583068595,-0.2675726294986553,0.1355821777955776,-0.4679617590947144,0.3950042424809953,0.8053320071574169,0.9161336158976014,0.2461124620293788,-0.8433069775030743,0.3081617185057635,0.3111151472577538,0.4543196829696909,False,False,True
ESM1,0.6997034274946601,-0.4973004248140509,1.028565978395592,-2.5736525701909136,3.973059425180234,0.5451281047375484,0.7785295252255383,1.04290553207606,-2.924210517047123,1.9296096674190213,0.6468760050284142,0.7542584257722398,False,False,False
ESPL1,1.0064321157884082,0.1784134796856469,0.6931800008730902,-1.199576016886715,3.2124402484635315,0.2424507271547913,0.5608073600611846,0.3946732552562796,-0.7081064944639954,1.0649334538352893,0.6614399211468942,0.7659333748647115,False,False,True
ESPN,1.0209743883237683,1.4622414912755004,0.2229016257348808,0.3116019330620648,1.7303468435854716,0.0195364850633726,0.3361627456043384,0.264192866430341,0.8921584997550263,2.0323244827959748,9.230147322587592e-05,0.0023808536425381,True,False,True
ESR1,-0.1683190233858462,-0.1490777711142462,0.6475259277012319,-2.229035519574037,1.8923974728023445,0.8117277560668655,0.9194483011494032,0.3659730005209536,-0.940363933954128,0.6422083917256356,0.6904345014465589,0.7889983490103352,False,False,True
ESR2,0.3341603520032782,-0.5991570012926353,0.7368482771439827,-2.010819725148255,2.6791404291548115,0.6809835244437417,0.8560587154100187,0.2344239375248721,-1.1333562347295238,-0.0649577678557468,0.0320241376166936,0.0900055822367914,False,False,False
ESRP1,0.3946392995786822,0.8469279888156516,0.1888174261241823,-0.2062620205634011,0.9955406197207656,0.1277699514481948,0.4532643737913631,0.2007908065601633,0.3506716379462953,1.3431843396850078,0.0060972401052447,0.0303448403345239,False,False,True
ESRP2,0.3203725143931903,1.6283162947433394,0.3153771473756852,-0.6832983230434744,1.324043351829855,0.3845044345546585,0.6763165529455243,0.4650487023994713,0.467325564522737,2.789307024963942,0.0145689305405178,0.0528516281739738,False,False,True
ESRRA,0.4482387770656024,0.4817588336781151,0.1161922212655647,0.0784632717962989,0.8180142823349059,0.0307797143754231,0.3559567934083303,0.234760947578497,-0.1043032668170697,1.0678209341732998,0.0898447412981898,0.1883969855686318,False,False,True
ESRRG,0.0999954916233121,-0.4456169441587847,0.0757033098081269,-0.1409262269733094,0.3409172102199337,0.2782575478205876,0.5921266684248082,0.2895955980575585,-1.0663517476669249,0.1751178593493553,0.1460099357358534,0.2652742912233482,False,False,False
ESS2,0.4036541791795029,0.0870576797051692,0.3183759790897815,-0.6095602791658552,1.4168686375248611,0.2943103554858772,0.6065581185145237,0.1913048248195445,-0.3380614162661799,0.5121767756765183,0.6585886450103073,0.763430092852206,False,False,True
ESYT1,0.349591978848183,-0.0883229392401587,0.2387006917091549,-0.4100601555502824,1.1092441132466484,0.2392645813333856,0.5583724431338988,0.1449377930509015,-0.4067229558087271,0.2300770773284096,0.5544573184906821,0.6791542603853943,False,False,False
ESYT2,0.4912820838249179,-0.1246799599638572,0.0976172943857296,0.1806202859752605,0.8019438816745752,0.0151193868099771,0.3316217381100504,0.2190070635187921,-0.6538238058879953,0.4044638859602807,0.5887656447191779,0.7085733906154088,False,False,False
ETAA1,0.4790654851348822,0.992748296544156,0.183216997472419,-0.1040127715363921,1.0621437418061566,0.079359823309261,0.4069643857939982,0.1398372155211067,0.6982103360131163,1.2872862570751955,1.5705991728796691e-06,0.0001877312204538,False,False,True
ETF1,0.418107285857809,-0.6470484154617742,0.0404277520114866,0.2894481358379274,0.5467664358776906,0.0019284960168768,0.3087701238239953,0.1673776755304006,-1.05193920491243,-0.2421576260111181,0.0075599376577377,0.0345886055906546,False,False,False
ETFA,0.1632206555382414,0.4646944106728439,0.1809778076360393,-0.4127314997114174,0.7391728107879002,0.4335939715932229,0.7088522774409183,0.1379684222499528,0.1358877062385318,0.793501115107156,0.0126459618063317,0.0482707070178309,False,False,True
ETFB,-0.035284917839196,0.0189674590014652,0.121561470556581,-0.4221477706768415,0.3515779349984494,0.7905220799975788,0.9081997426087616,0.1237244388754529,-0.2519482352519978,0.2898831532549282,0.8808186996020563,0.92477830930421,False,False,False
ETFBKMT,0.2147514726900324,0.3418500128395538,0.0605507541503671,0.0220519488620542,0.4074509965180107,0.0381822656012721,0.3628703452749738,0.1964335411682437,-0.0750221741069273,0.758722199786035,0.1012585218410597,0.2050104941312376,False,False,True
ETFDH,0.0780206359660984,-0.3059377178540856,0.3783730219166661,-1.126131189651627,1.282172461583824,0.8498352569841285,0.9375803018614206,0.1475401418907416,-0.6208748172447116,0.0089993815365402,0.056058448880361,0.1333900677633926,False,False,False
ETFRF1,0.0568401565820808,0.0766520316784173,0.1649197282950269,-0.4680080233988206,0.5816883365629824,0.7531015981321284,0.8900114102523888,0.1191039283736973,-0.17428565098677,0.3275897143436048,0.5282845053871436,0.656943969960947,False,False,True
ETHE1,0.2247259938223069,0.7462708870788459,0.197306365987959,-0.4031909216250282,0.8526429092696421,0.3374304334965223,0.6387698523729229,0.2334300664401892,0.2058658200502895,1.2866759541074022,0.0130450249424074,0.0491718669975678,False,False,True
ETNK1,0.3838520979225759,-0.2157979610449816,0.1077309938203027,0.0410039946746113,0.7267002011705405,0.0377378367228905,0.3628703452749738,0.123676170194244,-0.4746806764952247,0.0430847544052614,0.097186266021581,0.1989594665527443,False,False,False
ETNK2,0.7606169355776045,0.263069879720913,0.1738450910329831,0.2073642679279775,1.3138696032272312,0.0220938454610676,0.3459519888093216,0.1977429424104011,-0.1904560827615261,0.716595842203352,0.2189630350779403,0.3547147211562167,False,False,True
ETS1,-0.7202686724477174,-1.820528213637356,0.3136800055974201,-1.7185384473025995,0.2780011024071649,0.1053559868743085,0.4334504898846456,0.4445735490311177,-2.89434279625301,-0.7467136310217011,0.0056833950969025,0.029104572213617,True,False,True
ETS2,0.1159667361430771,-0.2038626792822047,0.1562629464733493,-0.381331700513779,0.6132651727999334,0.5118330487251047,0.7590725266869893,0.1770699958669111,-0.5777976278753423,0.1700722693109328,0.2657328151622228,0.4073927108711059,False,False,False
ETV1,-1.2169908819641655,-0.9591509096454454,1.2762011320002946,-5.278432459297389,2.8444506953690576,0.4106350437151256,0.6940350440349428,0.2214845188679405,-1.4591055134741842,-0.4591963058167065,0.0018410803560391,0.0147209454389949,True,False,True
ETV2,-0.1953912436760512,0.0362944220753178,0.4953018493722717,-1.7716627842110249,1.3808802968589224,0.7195913872235545,0.8746886816214293,0.2951837844806553,-0.5817057735521407,0.6542946177027764,0.9034390780733516,0.9397820137157532,False,False,False
ETV3,0.1203337436413735,0.2061753195568085,0.3840738770898345,-1.101960747459159,1.3426282347419063,0.7745656170039165,0.9003717119034965,0.346934675648988,-0.6393365979443969,1.051687237058014,0.5736872254553403,0.6962017976293046,False,False,True
ETV4,-0.1145371099976322,-0.3394399162681947,0.2193549070269496,-0.8126223234113993,0.5835481034161348,0.6376666793546478,0.8326205226279189,0.3343678204754736,-1.065663220125043,0.386783387588654,0.329496921673087,0.4732778056286175,False,False,True
ETV5,-0.0905181546352847,-0.2329752911368632,0.3115444330121621,-1.0819915844065475,0.9009552751359784,0.7903255867882965,0.9080794879322256,0.2381669311762171,-0.7361182358491805,0.270167653575454,0.3419215597982741,0.4854889209959701,False,False,True
ETV6,0.1615681417907062,-0.1030267709849086,0.2401882246431897,-0.602817986297666,0.9259542698790784,0.5493327180180563,0.7815124585134805,0.1655688217222173,-0.4852504586420689,0.2791969166722516,0.5511971355407431,0.6765249077595565,False,False,False
ETV7,0.4738200287565642,-0.1766993533679235,0.4201074209517328,-0.8631492808735455,1.8107893383866736,0.3414362537979842,0.641860517298287,0.3408691341415937,-0.9500026454214788,0.5966039386856318,0.6169252348093326,0.7303056197183218,False,False,False
EVA1A,0.1234336405078991,0.6926823678280076,0.3924436907884344,-1.125497333273656,1.372364614289454,0.7737270700604153,0.8999689118862744,0.2550223494586925,0.1582389115423959,1.2271258241136194,0.0138547257849187,0.051245520488401,False,False,True
EVA1B,0.8631592603613666,0.2540799138429914,0.190005622899996,0.2584765677801447,1.4678419529425883,0.0199750397185062,0.3384131251984546,0.225519710957336,-0.2862488438116034,0.7944086714975863,0.2993239661848885,0.4420513699051492,False,False,True
EVA1C,0.3759864849323684,-0.080423211707763,0.3872951826239825,-0.8565596380635034,1.6085326079282405,0.4032530888431632,0.6891571469757609,0.2406463460744876,-0.6246075503035396,0.4637611268880136,0.7458692423970942,0.8295892594008496,False,False,False
EVC,-0.9372915904838852,0.1493184484731072,0.3602223982444165,-2.083680030857265,0.2090968498894944,0.080238428448196,0.4079479757896655,0.2597680387099629,-0.4102057607037519,0.7088426576499665,0.5749459306449404,0.6971662656624364,False,False,False
EVC2,-0.339103812240155,0.1968929562332622,0.9779964472694668,-3.4515249924334626,2.773317367953152,0.7516876859599281,0.8894751652388732,0.2402973601577964,-0.3290796106966894,0.7228655231632138,0.4291948642427926,0.5680742644441694,False,False,False
EVI2A,0.8545341280808997,-0.587309350604023,0.6836535573458788,-1.321156609588556,3.0302248657503554,0.2999447253905305,0.6113806264647189,0.5622404833355601,-1.8344278482193237,0.6598091470112772,0.3200096735138317,0.4636393596219337,True,False,False
EVI2B,-0.2041382667487187,-0.3008546227972763,0.6339599321482993,-2.221681710511984,1.8134051770145465,0.7685823212447523,0.8971028546224926,0.5676239626468771,-1.63539276565121,1.0336835200566572,0.6120325438929499,0.7264347001735493,False,False,True
EVI5,0.5819704415086078,-0.4193568663704878,0.0706632795423694,0.3570883486097643,0.8068525344074512,0.0037477147135074,0.3266802321025554,0.2585688072165915,-0.9989912459356292,0.1602775131946535,0.1372659589888266,0.2542405334784245,False,False,False
EVI5L,0.071046459071573,0.1515706666359211,0.4902529713685467,-1.4891572983146175,1.631250216457764,0.8939641139288965,0.95828577455731,0.2267144119333751,-0.3374440782899373,0.6405854115617795,0.515297890946003,0.6459310568848485,False,False,True
EVL,0.5544337045732377,0.222289170353831,0.3725564106498143,-0.6312070680090236,1.740074477155499,0.2334385470282362,0.5517736055693796,0.1328889861366117,-0.0565490081640051,0.5011273488716671,0.1113666834847268,0.2190166327445264,False,False,True
EVPL,0.9825667294156468,0.8402772209380522,0.1276859614892626,0.5762130130375452,1.3889204457937487,0.0045605994955851,0.3266802321025554,0.2441364022118117,0.3185544737886987,1.3619999680874058,0.0037710684651213,0.0226857212755954,True,False,True
EWSR1,0.4853674892852129,0.1725533072949829,0.1259844628042141,0.0844287011107889,0.8863062774596369,0.0308862294800024,0.3559567934083303,0.0871492095962239,-0.0336753476310815,0.3787819622210475,0.0883358032036795,0.186045261853997,False,False,True
EXD2,0.0376208392000848,0.5377985811440134,0.1863924318537829,-0.5555630668858321,0.6308047452860018,0.8529557547161584,0.9386746718992512,0.1492548366505107,0.2115435310156111,0.8640536312724156,0.0037880661854601,0.0227254443742246,False,False,True
EXD3,0.5757688880097522,0.5771731763910029,0.0993790769998445,0.259500311589092,0.8920374644304125,0.0102303140984056,0.3266802321025554,0.2030107649051717,0.1367242170045947,1.017622135777411,0.0143242685470486,0.0522881352228946,True,False,True
EXO5,0.4205490131108293,0.7284125201905962,0.4794094852201528,-1.1051459318460104,1.9462439580676687,0.444943988207497,0.7168825833729668,0.2378584879324844,0.2079752414991509,1.2488497988820415,0.0102473291571965,0.0419834154897928,False,False,True
EXOC1,0.335232111281825,0.6426144209678561,0.2848288699068025,-0.5712204733912126,1.2416846959548629,0.3240913819863008,0.6281158790021067,0.1969705392112091,0.2019069184505801,1.083321923485132,0.0088781351534971,0.038264562430674,False,False,True
EXOC2,0.0559407960626791,0.5763292619943399,0.4814385551172846,-1.4762115548914498,1.5880931470168085,0.9148396240343316,0.9655165406168138,0.082805812914949,0.4029846688193732,0.7496738551693065,1.2601396274028303e-06,0.0001616436423272,False,False,True
EXOC3,0.2871628506597359,0.5792552810634009,0.2616961226845761,-0.5456710080848652,1.119996709404337,0.3526871721195437,0.6506144158496022,0.1191434118815076,0.3070800342860668,0.8514305278407348,0.0010680726063728,0.0106286865753383,False,False,True
EXOC3-AS1,0.3836608354902938,1.0588891339395032,0.2903751384298752,-0.5404424509521077,1.3077641219326954,0.278148075103704,0.5921266684248082,0.3765482521832399,0.1873143586366671,1.9304639092423392,0.0232555041712361,0.0720934337238867,False,False,True
EXOC3L1,0.2050714959007797,-0.8907511738021976,0.4719921555996323,-1.297018195810163,1.7071611876117223,0.6932933039963162,0.8618297980417703,0.2464166255204461,-1.44237288665551,-0.3391294609488853,0.0049963795413715,0.0268751819002386,False,False,False
EXOC3L4,0.3323001188684107,0.9679315738969798,0.4585359072479799,-1.1269657849928358,1.7915660227296573,0.5210446831462469,0.7655701614601824,0.251270421858019,0.441990135102651,1.493873012691309,0.0010752006052368,0.0106657615476707,False,False,True
EXOC4,0.175135481684229,0.5950598259904467,0.207674917665955,-0.4857787927418878,0.8360497561103458,0.4609813676539791,0.7256624483818596,0.0954223074007291,0.3834469216465108,0.8066727303343826,8.294716243766877e-05,0.0022257135920934,False,False,True
EXOC5,0.5525348303013734,0.3236615557309195,0.1610885649940171,0.039879121812709,1.0651905387900378,0.0415378519886019,0.3689809732150349,0.148415770443827,-0.0116141575765785,0.6589372690384174,0.0568355757484752,0.1346301100124617,False,False,True
EXOC6,0.3643391406467989,1.2103371284097757,0.3157941527233537,-0.6406587939178371,1.369337075211435,0.3321858177052317,0.6348952951988317,0.1801558749486125,0.7832962147510227,1.6373780420685289,0.0002875117199787,0.0048733997975213,False,False,True
