"gene","effect_paired","se_paired","ci_low_paired","ci_high_paired","p_paired","fdr_paired","n_paired","effect_external","se_external","ci_low_external","ci_high_external","p_external","fdr_external","n_external_np","n_external_it","meta_effect","meta_se","meta_z","meta_p","meta_fdr","meta_ci_low","meta_ci_high","direction_concordant","Q","heterogeneity_p","I2_percent","locked"
"PKDCC",-3.4351268821068,0.764563002714404,-5.86830758525188,-1.00194617896173,0.0205771982690166,0.339465250983899,4,-2.00750534676729,0.407905955456197,-2.88990290453112,-1.12510778900346,0.000289987940811656,0.0048882021721593,15,6,-2.32382466487371,0.35988984407052,-6.45704429608287,1.06767654442189e-10,1.71060832246848e-09,-3.02920875925193,-1.61844057049549,"True",2.71405543616918,0.0994678336350183,63.1547688129954,TRUE
"PLCB1",-1.95846612838711,1.03791092429916,-5.26156191463658,1.34462965786236,0.155625449056536,0.481352903233789,4,-2.97095645480898,0.497139830553796,-4.04721778356416,-1.8946951260538,5.03331845724174e-05,0.00161287980786323,15,6,-2.78201532722609,0.448361066152229,-6.20485483073041,5.47474155437889e-10,7.6315327894749e-09,-3.66080301688446,-1.90322763756772,"True",0.774034405826819,0.378971862999998,0,TRUE
"PPP1R1B",-3.24547662364471,0.224005337583791,-3.95836158260207,-2.53259166468734,0.000712872716697052,0.270762141721517,4,-3.65988578104851,0.72349406628919,-5.20563935264201,-2.11413220945502,0.000153432089126444,0.00324349042217786,15,6,-3.28172764407731,0.213983565572753,-15.3363536834867,4.3706554814224e-53,1.8244533489343e-50,-3.70113543259991,-2.86231985555472,"True",0.299386936357876,0.584267012063651,0,TRUE
"QPRT",-1.63083482852514,0.882818924321003,-4.44035865246506,1.17868899541477,0.161857783082924,0.48800703062734,4,-1.66648141300114,0.363302340421654,-2.49464310338914,-0.838319722613139,0.0014926370748364,0.0129659490533557,15,6,-1.66131884982613,0.335966025757442,-4.94490133661776,7.61824384886812e-07,5.30017010116073e-06,-2.31981226031071,-1.00282543934154,"True",0.00139427009225279,0.970213971133691,0,TRUE
"RNASE1",-2.95539286109818,0.474219323139933,-4.464570393919,-1.44621532827736,0.0083311450052555,0.326680232102555,4,-2.05573414087325,0.762446469566771,-3.66288960832252,-0.44857867342399,0.0151809499165217,0.0543972059764178,15,6,-2.70444189740065,0.402684482910246,-6.71603206027543,1.86739724177421e-11,3.41729270132733e-10,-3.49370348390473,-1.91518031089656,"True",1.00394094969985,0.316358788748535,0.392547958226511,TRUE
"RNF128",-2.0954346500298,0.541059955072149,-3.81732890498613,-0.373540395073471,0.0304693693779491,0.35595679340833,4,-1.78699823313882,0.322963232173704,-2.47777532764217,-1.09622113863548,6.61351388355777e-05,0.00193234016067229,15,6,-1.86802441691639,0.277316212328234,-6.73608081270555,1.62715810978767e-11,3.0315388426623e-10,-2.41156419307973,-1.32448464075305,"True",0.23959892678246,0.624495941122992,0,TRUE
"RTN1",-3.46346152456479,1.04751678301538,-6.79712744039477,-0.129795608734814,0.0455162110889925,0.370937391935072,4,-1.64523132433143,0.535806068947458,-2.77517088139605,-0.515291767266814,0.00689102639305234,0.0326427656452696,15,6,-2.02229000819277,0.477024878925909,-4.2393805806235,2.24137389089878e-05,0.000103958017252047,-2.95725877088756,-1.08732124549799,"True",2.38804528061941,0.122266425640884,58.1247471262094,TRUE
"SLC22A3",-2.42263932999951,0.99159552633496,-5.57833884912006,0.733060189121036,0.0922388402703339,0.421229425565677,4,-2.79381379306897,0.335679052996274,-3.51300121309029,-2.07462637304765,7.94108386262206e-07,0.000124081805990424,15,6,-2.75565110518869,0.317954511747124,-8.66680925534504,4.44398540534651e-18,2.46896958940924e-16,-3.37884194821305,-2.13246026216433,"True",0.125709633945202,0.72292258559107,0,TRUE
"SLC37A2",-2.43192829833492,0.807700763125362,-5.00239260771805,0.138536011048223,0.0571695711683911,0.384243249537214,4,-2.57902542506576,0.362896174323139,-3.34483553316966,-1.81321531696185,1.7880116334804e-06,0.000203321085046093,15,6,-2.5543188907127,0.331020060277874,-7.71650784115164,1.19560225118055e-14,4.03189449115362e-13,-3.20311820885734,-1.90551957256807,"True",0.0275963243072884,0.868061402081919,0,TRUE
"SLCO1A2",-2.32361195108332,0.397288076572535,-3.58795992250485,-1.05926397966178,0.00996275908288973,0.326680232102555,4,-1.83823573376823,0.434075248751391,-2.76610274188384,-0.910368725652609,0.000770660204550918,0.00887376726930222,15,6,-2.10235938701017,0.293069033856831,-7.17359783578227,7.30520030048326e-13,1.77403802894597e-11,-2.67677469336956,-1.52794408065078,"True",0.680386585976419,0.409453636427047,0,TRUE
"SMAD9",-1.65981903904452,0.327575900300838,-2.7023117526569,-0.617326325432129,0.0148405125276101,0.331555050552371,4,-1.7922609184985,0.263480766229873,-2.34484306172192,-1.23967877527508,1.99297602790323e-06,0.000217883419769374,15,6,-1.74023525831014,0.205309041626604,-8.47617447591569,2.32719666514916e-17,1.18625585786233e-15,-2.14264097989828,-1.33782953672199,"True",0.0992533329941838,0.752727510094939,0,TRUE
"SOD3",-1.78442148464473,0.409752996442555,-3.08843839425227,-0.480404575037195,0.0223711514865929,0.347537076599839,4,-1.79171743804047,0.669623628498908,-3.35795748724701,-0.225477388833929,0.0301556152016545,0.0864990014994826,15,6,-1.78640912985143,0.349509654803734,-5.11118678782875,3.20141252740977e-07,2.43935947142792e-06,-2.47144805326675,-1.10137020643612,"True",8.63727287932031e-05,0.992584812621306,0,TRUE
"ST3GAL5",-1.85548723856298,0.805389887893272,-4.41859731160178,0.707622834475822,0.104619739059844,0.433193116736604,4,-1.64262193946156,0.336102950183421,-2.38923025393005,-0.896013624993059,0.000594394928229353,0.00764320666574628,15,6,-1.6741946801019,0.31017720543221,-5.39754260074988,6.75598356228141e-08,6.09498633875212e-07,-2.28214200274903,-1.06624735745477,"True",0.0594939086467096,0.807297633753406,0,TRUE
"STATH",-8.18913929166113,1.83088283513308,-14.0158256057378,-2.36245297758452,0.0208270768500046,0.340593042687387,4,-8.01433607877914,1.35661837638925,-10.8609605925595,-5.16771156499873,1.26905852377357e-05,0.000706274713349857,15,6,-8.07629224005601,1.09000401725251,-7.40941511427941,1.26857642825287e-13,3.61497471113756e-12,-10.2127001138709,-5.9398843662411,"True",0.00588462132274239,0.938853226469137,0,TRUE
"TBX3",-1.87297748595877,0.539077909210071,-3.58856398638443,-0.157390985533115,0.0402176646247672,0.366456301588887,4,-2.17936461044368,0.38861497959419,-3.03988715042208,-1.31884207046527,0.000189337386254432,0.00375409104112581,15,6,-2.0745904074103,0.315241556373841,-6.58095471699192,4.67436945254431e-11,7.95106125490604e-10,-2.69246385790303,-1.45671695691758,"True",0.212562085720759,0.644766636308488,0,TRUE
"TCEAL2",-2.31413083121063,1.19072573929032,-6.10355156082132,1.47528989840006,0.147211976661715,0.473551620264564,4,-2.97232284956589,0.689752500272414,-4.43079052647355,-1.51385517265823,0.000504729380437868,0.00691800874602345,15,6,-2.80695385879008,0.596846256001721,-4.70297640399706,2.56396060631191e-06,1.53252211936871e-05,-3.97677252055345,-1.63713519702671,"True",0.228781087780696,0.632429110033292,0,TRUE
"TCN1",-2.3689540492603,0.0785480325597953,-2.61892894526753,-2.11897915325308,8.00738227891561e-05,0.238324231679373,4,-2.08151232008692,0.335596709243294,-2.78814676288419,-1.37487787728964,8.56308159516041e-06,0.00054259502264274,15,6,-2.35402533243761,0.0764810823327964,-30.7791843503785,4.97747098797221e-208,1.53754078818462e-204,-2.5039282538099,-2.20412241106533,"True",0.695507270085962,0.404297447056048,0,TRUE
"TESC",-1.74967970573714,1.72533489585326,-7.24046537042239,3.74110595894811,0.385208766027733,0.676707241801276,4,-2.9405584663593,0.436917624818975,-3.88226731084196,-1.99884962187664,1.2480126713676e-05,0.000700384870813946,15,6,-2.86879131369458,0.423547857742093,-6.77324005128469,1.2592974263861e-11,2.40715949882838e-10,-3.69894511486908,-2.03863751252007,"True",0.447707260715636,0.503425755350746,0,TRUE
