library,direction,term,overlap,query_size,term_size,p,genes,fdr
GO_BP_2025,down,Metal Ion Transport (GO:0030001),11,335,105,1.7175020796023114e-05,ATP2A3;CACNA2D1;CACNB4;CAV1;CCL5;KCNAB1;KCNC4;KCNMA1;KCNN4;RYR3;SLC5A1,0.004542755645140118
GO_BP_2025,down,Macrophage Chemotaxis (GO:0048246),4,335,10,4.1173011889487476e-05,CCL2;CCL5;EDNRB;SFTPD,0.004542755645140118
GO_BP_2025,down,Macrophage Migration (GO:1905517),4,335,10,4.1173011889487476e-05,CCL2;CCL5;EDNRB;SFTPD,0.004542755645140118
GO_BP_2025,down,Antimicrobial Humoral Response (GO:0019730),8,335,64,6.926619876432212e-05,CCL2;CCL28;CCL5;CXCL12;CXCL5;DMBT1;TF;TSLP,0.005731777947747656
GO_BP_2025,down,Antimicrobial Humoral Immune Response Mediated by Antimicrobial Peptide (GO:0061844),7,335,52,0.0001226772660736304,CCL2;CCL28;CCL5;CXCL12;CXCL5;DMBT1;TSLP,0.008121235014074333
GO_BP_2025,down,Regulation of Calcium Ion Import (GO:0090279),4,335,16,0.00032185113347076933,CCL2;CXCL12;EGF;KCNN4,0.01704694236487005
GO_BP_2025,down,Regulation of Vasculature Development (GO:1901342),5,335,29,0.0003605093551483092,CXCL12;ETS1;PDE3B;RAPGEF3;SFRP1,0.01704694236487005
GO_BP_2025,down,cAMP-mediated Signaling (GO:0019933),4,335,18,0.0005228908545069284,CGAS;PDE11A;PDE3B;PDE4B,0.019230763649088142
GO_BP_2025,down,Cardiac Epithelial to Mesenchymal Transition (GO:0060317),4,335,18,0.0005228908545069284,HAS2;OLFM1;TBX3;TGFBR3,0.019230763649088142
GO_BP_2025,down,Positive Regulation of Multicellular Organismal Process (GO:0051240),16,335,296,0.0007676785283469323,CADM1;CAV1;CXCL12;EGF;FOXC1;GATM;LDLR;LOXL2;OLFM1;PLA2R1;PLCB1;PRLR;PTH2R;SMOX;SOX8;ZBED3,0.02541015928828346
GO_BP_2025,down,Intracellular Monoatomic Cation Homeostasis (GO:0030003),10,335,143,0.0011267408505295181,ATP2A3;CAV1;CCL5;CXCL12;KCNMA1;MYC;SLC22A17;SLC39A8;SMAD9;TF,0.028638676390447627
GO_BP_2025,down,Calcium Ion Transport (GO:0006816),7,335,76,0.0012868337187405706,ATP2A3;CACNA2D1;CACNB4;CAV1;CCL5;KCNN4;RYR3,0.028638676390447627
GO_BP_2025,down,Cellular Response to Growth Factor Stimulus (GO:0071363),9,335,122,0.0013594148690060088,ACVR1C;CCL2;CCL5;ERN1;FOXC1;HAS2;MAPT;SFRP1;SMAD9,0.028638676390447627
GO_BP_2025,down,"GPCR Sgnlng Pway, Coupled to Cyclic Nucleotide Second Messenger (GO:0007187)",3,335,11,0.0014661187561847257,CCL2;CHRM3;NPY1R,0.028638676390447627
GO_BP_2025,down,Anterograde Trans-Synaptic Signaling (GO:0098916),7,335,78,0.0014989084925722976,CACNB4;CHRM3;CPLX1;GLRB;GRIA2;KCNC4;MPP3,0.028638676390447627
GO_BP_2025,down,Cellular Response to Oxygen-Containing Compound (GO:1901701),15,335,287,0.001552913048964184,CACNA2D1;CAV1;CCL2;CCL28;CXCL5;ITGA4;MAPT;NRIP1;PDE4B;RAPGEF3;RORB;RYR3;SFRP1;SLIT2;TESC,0.028638676390447627
GO_BP_2025,down,Cell-Matrix Adhesion (GO:0007160),7,335,79,0.0016146768652875838,CD96;COL17A1;DLC1;ITGA4;ITGA6;RNASE1;SGCE,0.028638676390447627
GO_BP_2025,down,Chemokine-Mediated Signaling Pathway (GO:0070098),4,335,24,0.0016387300849726107,CCL2;CCL5;CXCL12;FOXC1,0.028638676390447627
GO_BP_2025,down,Granulocyte Chemotaxis (GO:0071621),5,335,40,0.0016439119378202564,CCL2;CCL28;CCL5;CXCL5;PDE4B,0.028638676390447627
GO_BP_2025,down,Cell-Substrate Junction Assembly (GO:0007044),4,335,26,0.0022282920594073885,COL17A1;DLC1;DST;ITGA6,0.03300908421447048
GO_BP_2025,down,Transition Metal Ion Transport (GO:0000041),4,335,26,0.0022282920594073885,SLC31A2;SLC39A8;TF;TTYH1,0.03300908421447048
GO_BP_2025,down,Vasculogenesis (GO:0001570),4,335,26,0.0022282920594073885,CAV1;EGFL7;HAS2;TGFBR3,0.03300908421447048
GO_BP_2025,down,Negative Regulation of Cell Population Proliferation (GO:0008285),15,335,300,0.0023854867294576753,ACVR1C;ADAMTS1;APOD;AZGP1;DLC1;ETS1;FRZB;MPP3;MYC;RUNX3;SFRP1;SFRP4;TBX3;TESC;TGFBR3,0.03300908421447048
GO_BP_2025,down,Positive Regulation of Apoptotic Process (GO:0043065),14,335,272,0.0025342244765336384,ACVR1C;CCL2;DLC1;EPHA7;FRZB;HTRA1;ITGA4;ITGA6;KCNMA1;OLFM1;PHLDA1;SFRP1;SFRP4;SLIT2,0.03300908421447048
GO_BP_2025,down,Cellular Response to Chemokine (GO:1990869),4,335,27,0.002571656985699405,CCL2;CCL5;CXCL12;FOXC1,0.03300908421447048
GO_BP_2025,down,Negative Regulation of Epithelial Cell Proliferation (GO:0050680),6,335,64,0.0025928585787801583,CAV1;CEACAM1;RUNX3;SFRP1;SPARC;TGFBR3,0.03300908421447048
GO_BP_2025,down,Axon Guidance (GO:0007411),8,335,112,0.003035953906461868,ARHGEF40;CNTN4;CXCL12;EFNB2;EPHA7;RNASE1;SLIT2;SMOX,0.03517546844338574
GO_BP_2025,down,Chemical Synaptic Transmission (GO:0007268),8,335,112,0.003035953906461868,CACNB4;CHRM3;CPLX1;GLRB;GRIA2;KCNC4;MPP3;SNPH,0.03517546844338574
GO_BP_2025,down,Hexose Transmembrane Transport (GO:0008645),3,335,14,0.003081838624949204,SLC2A3;SLC2A9;SLC5A1,0.03517546844338574
GO_BP_2025,down,Inflammatory Response (GO:0006954),10,335,167,0.0035393319693596786,CCL2;CCL28;CCL5;CD96;CHI3L1;CXCL5;ODAM;PTGER3;RNASE1;SERPINA3,0.03827616750071803
GO_BP_2025,down,D-glucose Transmembrane Transport (GO:1904659),3,335,15,0.0037909063404588978,SLC2A3;SLC2A9;SLC5A1,0.03827616750071803
GO_BP_2025,down,Negative Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),4,335,30,0.003816052953243791,CCL5;PADI2;PDE3B;SLIT2,0.03827616750071803
GO_BP_2025,down,Organic Hydroxy Compound Transport (GO:0015850),4,335,30,0.003816052953243791,CEACAM1;SLC22A3;SLC5A1;SLCO1A2,0.03827616750071803
GO_BP_2025,down,Organic Anion Transport (GO:0015711),6,335,70,0.004069977327795042,SLC22A3;SLC2A3;SLC2A9;SLC37A2;SLC39A8;SLCO1A2,0.039622426338239966
GO_BP_2025,down,Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),7,335,95,0.004590603637304926,ADGRG2;ADGRG6;C1QTNF1;NPY1R;PTGER3;PTH2R;RAPGEF3,0.041274843299556614
GO_BP_2025,down,Regulation of Receptor Signaling Pathway via STAT (GO:1904892),3,335,16,0.004591457542071542,EGF;IL7R;TSLP,0.041274843299556614
GO_BP_2025,down,Response to Interleukin-1 (GO:0070555),5,335,51,0.0048354171323148065,CCL2;CCL5;CHI3L1;HAS2;SFRP1,0.041274843299556614
GO_BP_2025,down,Integrin-Mediated Signaling Pathway (GO:0007229),6,335,73,0.005006747662457717,ADAMTS1;CEACAM1;DST;ITGA4;ITGA6;TEC,0.041274843299556614
GO_BP_2025,down,Regulation of Endothelial Cell Migration (GO:0010594),6,335,73,0.005006747662457717,CEACAM1;EGF;ETS1;RNASE1;SLIT2;SPARC,0.041274843299556614
GO_BP_2025,down,Cellular Response to Interleukin-1 (GO:0071347),5,335,52,0.005256774882443349,CCL2;CCL5;HAS2;PLCB1;SFRP1,0.041274843299556614
GO_BP_2025,down,Negative Regulation of Protein Phosphorylation (GO:0001933),6,335,74,0.005351550083352171,CEACAM1;DEPTOR;SFRP1;SLIT2;SMOX;ZBED3,0.041274843299556614
GO_BP_2025,down,Negative Regulation of Lipid Metabolic Process (GO:0045833),3,335,17,0.005486686118370063,APOD;CEACAM1;PDE3B,0.041274843299556614
GO_BP_2025,down,Receptor Clustering (GO:0043113),3,335,17,0.005486686118370063,ITGA4;MPP3;PIGR,0.041274843299556614
GO_BP_2025,down,Regulation of Monocyte Chemotaxis (GO:0090025),3,335,17,0.005486686118370063,CCL5;CXCL12;SLIT2,0.041274843299556614
GO_BP_2025,down,Chloride Transport (GO:0006821),5,335,53,0.0057034598110495376,ANO5;CLIC2;GLRB;SLC5A1;TTYH1,0.04195211549905326
GO_BP_2025,down,Nervous System Development (GO:0007399),15,335,334,0.006423927288541229,ACVR1C;ADGRG6;C3ORF70;CHRM3;CNTN4;EDNRB;GLRB;MAPT;MPP3;NRGN;OLFM1;S100B;SERPINI1;SMOX;SOX8,0.046224346358851025
GO_BP_2025,down,Potassium Ion Transport (GO:0006813),5,335,55,0.006675915786602897,KCNAB1;KCNC4;KCNMA1;KCNN4;LRRC26,0.047015492029054445
GO_BP_2025,down,Generation of Neurons (GO:0048699),8,335,129,0.0071048203536230635,ID3;ID4;IRX5;MAPT;RNASE1;RTN1;RUNX3;SNPH,0.04899365702185904
GO_BP_2025,down,Peripheral Nervous System Development (GO:0007422),3,335,19,0.0075722636153835125,ADGRG6;SERPINI1;SOX8,0.050128385133838854
GO_BP_2025,down,Positive Regulation of Morphogenesis of an Epithelium (GO:1905332),3,335,19,0.0075722636153835125,EGF;SMOX;SOX8,0.050128385133838854
GO_BP_2025,down,Regulation of Angiogenesis (GO:0045765),9,335,159,0.007923941840227659,ADAMTS1;CEACAM1;CHI3L1;ETS1;FOXC1;PDE3B;RAPGEF3;SFRP1;SPARC,0.05103280700997811
GO_BP_2025,down,Non-Canonical Wnt Signaling Pathway (GO:0035567),4,335,37,0.008168408279450931,FRZB;RNASE1;SFRP1;SFRP4,0.05103280700997811
GO_BP_2025,down,Regulation of Anatomical Structure Morphogenesis (GO:0022603),7,335,106,0.008283612630567826,CEACAM1;ETS1;MAPT;PDE3B;RAPGEF3;SFRP1;SPARC,0.05103280700997811
GO_BP_2025,down,Positive Regulation of Gene Expression (GO:0010628),15,335,344,0.00832559389286652,ACTA2;C1QTNF1;CADM1;CCL2;EGF;ERN1;ETS1;MYC;ODAM;OLFM1;PLA2R1;SFRP4;SMOX;TESC;TGFBR3,0.05103280700997811
GO_BP_2025,down,Regulation of Calcium Ion Transmembrane Transport (GO:1903169),3,335,20,0.008767362151659339,CACNA2D1;KCNN4;PDE4B,0.051821372717843595
GO_BP_2025,down,Response to Ketone (GO:1901654),3,335,20,0.008767362151659339,CAV1;SLIT2;TGFBR3,0.051821372717843595
GO_BP_2025,down,Blood Vessel Morphogenesis (GO:0048514),4,335,38,0.008976560063561685,CAV1;EFNB2;EGFL7;HAS2,0.05212704177261259
GO_BP_2025,down,Heart Morphogenesis (GO:0003007),4,335,39,0.009835131694815832,DLC1;OLFM1;TBX3;TGFBR3,0.054624054378118105
GO_BP_2025,down,Protein Localization to Membrane (GO:0072657),9,335,165,0.009974930528766869,ANO1;CAV1;EPB41L3;ITGA4;MPP3;PIGR;TESC;TSPAN33;WDR72,0.054624054378118105
GO_BP_2025,down,Positive Regulation of Calcium Ion Transport (GO:0051928),3,335,21,0.010066668631616931,CCL2;CCL5;CXCL12,0.054624054378118105
GO_BP_2025,down,Regulation of Neutrophil Chemotaxis (GO:0090022),3,335,21,0.010066668631616931,DPP4;RNASE1;SLIT2,0.054624054378118105
GO_BP_2025,down,Regulation of Insulin Secretion (GO:0050796),5,335,61,0.010280053379147624,C1QTNF1;CCL5;FAM3D;RAPGEF3;SFRP1,0.05488222045964296
GO_BP_2025,down,Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),4,335,40,0.010745267223370904,CACNA2D1;ITPR2;PLCB1;RYR3,0.05645529287199633
GO_BP_2025,down,Negative Regulation of Ossification (GO:0030279),3,335,22,0.011471832836771985,ENPP1;SFRP1;STATH,0.057866719889590426
GO_BP_2025,down,Negative Regulation of Protein Modification Process (GO:0031400),4,335,41,0.01170805627623644,MAPT;SLIT2;SMOX;ZBED3,0.057866719889590426
GO_BP_2025,down,Positive Regulation of Cell Junction Assembly (GO:1901890),4,335,41,0.01170805627623644,CAV1;RNASE1;SFRP1;SLITRK5,0.057866719889590426
GO_BP_2025,down,Positive Regulation of Cell Population Proliferation (GO:0008284),15,335,358,0.011713203119645191,CCL5;CXCL5;DPP4;EFNB2;EGF;HAS2;IL7R;MYC;PRLR;S100B;SFRP1;SOX8;TBX3;TGFBR3;TSLP,0.057866719889590426
GO_BP_2025,down,Regulation of T Cell Migration (GO:2000404),3,335,23,0.012984240690107536,APOD;CCL5;CXCL12,0.06241978986345742
GO_BP_2025,down,Axonogenesis (GO:0007409),8,335,144,0.013303256853766196,ARHGEF40;CNTN4;CXCL12;EFNB2;EPHA7;S100B;SLIT2;SLITRK5,0.06241978986345742
GO_BP_2025,down,Response to Tumor Necrosis Factor (GO:0034612),5,335,65,0.013311980418830392,CCL2;CCL5;CHI3L1;HAS2;SFRP1,0.06241978986345742
GO_BP_2025,down,Supramolecular Fiber Organization (GO:0097435),11,335,234,0.0133891392154244,COLGALT2;ELMO1;KRT14;LOXL2;MAPT;MYH11;PPP1R9A;RNASE1;RND1;SLAIN1;ZBED3,0.06241978986345742
GO_BP_2025,down,Regulation of Cell Migration (GO:0030334),15,335,370,0.015404008225034915,AMOTL1;CAV1;CCL2;CCL5;CEACAM1;CXCL12;DLC1;EGF;HAS2;ITGA6;RNASE1;SFRP1;SLIT2;SMOX;TGFBR3,0.07014695668697787
GO_BP_2025,down,Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557),12,335,271,0.01548932068259317,ACTA2;C1QTNF1;CCL2;EGF;ETS1;MYC;ODAM;OLFM1;SFRP4;SMOX;TESC;TGFBR3,0.07014695668697787
GO_BP_2025,down,Receptor-Mediated Endocytosis (GO:0006898),7,335,120,0.015682401192859102,CAV1;DMBT1;DPP4;LDLR;LDLRAD3;PLA2R1;SFTPD,0.07014695668697787
GO_BP_2025,down,Digestive Tract Development (GO:0048565),3,335,25,0.016335093190711976,EDNRB;PKDCC;SMOX,0.07114362955428506
GO_BP_2025,down,Positive Regulation of Microtubule Polymerization or Depolymerization (GO:0031112),3,335,25,0.016335093190711976,MAPT;RNASE1;SLAIN1,0.07114362955428506
GO_BP_2025,down,Positive Regulation of Cellular Process (GO:0048522),18,335,478,0.016844947907348615,CAV1;CAVIN1;CCL5;CGAS;CXCL12;CXCL5;DPP4;EFNB2;EGF;HAS2;IL7R;MAPT;MYC;PRLR;S100B;SFRP1;TBX3;TSLP,0.07176930964806158
GO_BP_2025,down,Epithelial to Mesenchymal Transition (GO:0001837),4,335,46,0.017346056712522435,LOXL2;OLFM1;TBX3;TGFBR3,0.07176930964806158
GO_BP_2025,down,Intracellular Iron Ion Homeostasis (GO:0006879),4,335,46,0.017346056712522435,MYC;SLC22A17;SMAD9;TF,0.07176930964806158
GO_BP_2025,down,Negative Regulation of Cellular Response to Growth Factor Stimulus (GO:0090288),4,335,46,0.017346056712522435,CAV1;GPR155;SLIT2;SPRY4,0.07176930964806158
GO_BP_2025,down,Cellular Response to Topologically Incorrect Protein (GO:0035967),3,335,26,0.018175110729577785,CAV1;ERN1;HSPB8,0.07248146568060539
GO_BP_2025,down,Negative Regulation of Sequestering of Calcium Ion (GO:0051283),3,335,26,0.018175110729577785,ITPR2;PLCB1;RYR3,0.07248146568060539
GO_BP_2025,down,Vitamin Transport (GO:0051180),3,335,26,0.018175110729577785,SLC2A3;SLC2A9;TCN1,0.07248146568060539
GO_BP_2025,down,Cytokine-Mediated Signaling Pathway (GO:0019221),9,335,183,0.01854302863118493,CCL2;CCL5;CEACAM1;CXCL12;FOXC1;IL7R;PLCB1;PRLR;TSLP,0.072604002573339
GO_BP_2025,down,Regulation of Bone Mineralization (GO:0030500),4,335,47,0.018644532382881617,ANKH;ENPP1;PKDCC;STATH,0.072604002573339
GO_BP_2025,down,Neuron Projection Guidance (GO:0097485),6,335,97,0.018931553681895294,ARHGEF40;CNTN4;CXCL12;EFNB2;EPHA7;SLIT2,0.07286446824078306
GO_BP_2025,down,Inorganic Anion Transmembrane Transport (GO:0098661),4,335,48,0.0200017249455066,ANO5;GLRB;SLC37A2;SLC5A1,0.07484892752969907
GO_BP_2025,down,Regulation of Focal Adhesion Assembly (GO:0051893),4,335,48,0.0200017249455066,APOD;DLC1;RNASE1;SFRP1,0.07484892752969907
GO_BP_2025,down,Regulation of Lamellipodium Assembly (GO:0010591),3,335,27,0.02012554244756259,FSCN1;RNASE1;SLIT2,0.07484892752969907
GO_BP_2025,down,Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),5,335,73,0.02106827134121395,ADGRG2;ADGRG6;C1QTNF1;PTGER3;RAPGEF3,0.07631011378558264
GO_BP_2025,down,Cellular Response to Tumor Necrosis Factor (GO:0071356),5,335,73,0.02106827134121395,CCL2;CCL5;CHI3L1;HAS2;SFRP1,0.07631011378558264
GO_BP_2025,down,Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),4,335,49,0.02141827540068674,CCL5;GNG7;PLCB1;RGS16,0.07631011378558264
GO_BP_2025,down,Positive Regulation of Programmed Cell Death (GO:0043068),10,335,219,0.021440605988094216,ACVR1C;FRZB;HTRA1;ITGA6;KCNMA1;OLFM1;PHLDA1;SFRP1;SFRP4;SLIT2,0.07631011378558264
GO_BP_2025,down,Positive Regulation of Microtubule Polymerization (GO:0031116),3,335,28,0.022186649590468305,MAPT;RNASE1;SLAIN1,0.07730295804678958
GO_BP_2025,down,Positive Regulation of Receptor Signaling Pathway via STAT (GO:1904894),3,335,28,0.022186649590468305,CCL5;IL7R;TSLP,0.07730295804678958
GO_BP_2025,down,Negative Regulation of Cellular Process (GO:0048523),16,335,424,0.0230275560027049,ADAMTS1;AZGP1;CRYAB;DLC1;ENPP1;ETS1;FRZB;MPP3;MYC;PDE3B;RND1;RUNX3;SFRP1;SFRP4;SLIT2;TESC,0.07939709413432627
GO_BP_2025,down,Positive Regulation of Cold-Induced Thermogenesis (GO:0120162),5,335,75,0.023385288537584283,CAV1;GATM;LDLR;PRLR;PTH2R,0.07979928356639586
GO_BP_2025,down,Negative Regulation of Endothelial Cell Proliferation (GO:0001937),3,335,29,0.02435850392464613,CAV1;CCL2;SPARC,0.08062664799057868
GO_BP_2025,down,Regulation of Potassium Ion Transmembrane Transport (GO:1901379),3,335,29,0.02435850392464613,CAV1;KCNAB1;KCNN4,0.08062664799057868
GO_BP_2025,down,Release of Sequestered Calcium Ion Into Cytosol (GO:0051209),3,335,29,0.02435850392464613,ITPR2;PLCB1;RYR3,0.08062664799057868
GO_BP_2025,down,Canonical Wnt Signaling Pathway (GO:0060070),4,335,52,0.026029648314573373,CAV1;FRZB;SFRP1;SFRP4,0.0847969272327651
GO_BP_2025,down,Regulation of Cell Adhesion Mediated by Integrin (GO:0033628),3,335,30,0.026640998477024173,DPP4;PDE3B;TESC,0.0847969272327651
GO_BP_2025,down,Regulation of Peptide Hormone Secretion (GO:0090276),3,335,30,0.026640998477024173,C1QTNF1;CCL5;RAPGEF3,0.0847969272327651
GO_BP_2025,down,Cellular Response to Cytokine Stimulus (GO:0071345),10,335,227,0.026643143299720756,CCL2;CCL5;CHI3L1;CXCL12;FOXC1;HAS2;IL7R;PRLR;SFRP1;TSLP,0.0847969272327651
GO_BP_2025,down,Cellular Response to Lipid (GO:0071396),8,335,165,0.027611621779859524,CCL2;CCL28;CXCL5;NRIP1;PDE4B;RORB;SFRP1;TESC,0.08704235056317622
GO_BP_2025,down,Neuron Differentiation (GO:0030182),6,335,107,0.029003580743658258,ID3;ID4;IRX5;RTN1;RUNX3;SNPH,0.09056778515236681
GO_BP_2025,down,Positive Regulation of Hydrolase Activity (GO:0051345),5,335,80,0.029878394530713517,ITGA6;ODAM;RAP1GAP;RAPGEF3;RGS16,0.09242755691276798
GO_BP_2025,down,Positive Regulation of Cell Motility (GO:2000147),9,335,201,0.03151167355930037,CAV1;CAVIN1;CCL2;CCL5;CXCL12;EGF;HAS2;ITGA6;SMOX,0.09489664105410842
GO_BP_2025,down,Neutrophil Chemotaxis (GO:0030593),3,335,32,0.03153664808444691,CCL28;CXCL5;PDE4B,0.09489664105410842
GO_BP_2025,down,Positive Regulation of Receptor-Mediated Endocytosis (GO:0048260),3,335,32,0.03153664808444691,EGF;SFRP4;TF,0.09489664105410842
GO_BP_2025,down,Potassium Ion Transmembrane Transport (GO:0071805),4,335,56,0.033038372592496035,KCNC4;KCNMA1;KCNN4;LRRC26,0.09744179513252278
GO_BP_2025,down,Regulation of Cell Population Proliferation (GO:0042127),20,335,591,0.033388538001288895,ADAMTS1;AZGP1;CXCL5;DLC1;DPP4;EFNB2;EGF;ETS1;FRZB;HAS2;IL7R;MPP3;MYC;PRLR;S100B;SFRP1;SFRP4;TBX3;TESC;TSLP,0.09744179513252278
GO_BP_2025,down,Chloride Transmembrane Transport (GO:1902476),3,335,33,0.03414878620958502,ANO5;GLRB;SLC5A1,0.09744179513252278
GO_BP_2025,down,Negative Regulation of Transport (GO:0051051),3,335,33,0.03414878620958502,CRYAB;EGF;SFRP4,0.09744179513252278
GO_BP_2025,down,Positive Regulation of Developmental Growth (GO:0048639),3,335,33,0.03414878620958502,MAPT;PLCB1;RASAL1,0.09744179513252278
GO_BP_2025,down,Regulation of Ossification (GO:0030278),3,335,33,0.03414878620958502,ANKH;ENPP1;SFRP1,0.09744179513252278
GO_BP_2025,down,Inorganic Anion Transport (GO:0015698),3,335,34,0.036869549286102136,CLIC2;ENPP1;TTYH1,0.10268459003952438
GO_BP_2025,down,Regulation of Cell-Cell Adhesion (GO:0022407),3,335,34,0.036869549286102136,CEACAM1;DPP4;EPHA7,0.10268459003952438
GO_BP_2025,down,Positive Regulation of Protein Polymerization (GO:0032273),4,335,58,0.03691681635862055,C15ORF62;MAPT;RNASE1;SLAIN1,0.10268459003952438
GO_BP_2025,down,Regulation of Actin Filament-Based Process (GO:0032970),5,335,86,0.039039088231738135,FSCN1;ODAM;RAPGEF3;RNASE1;RND1,0.10768281837254436
GO_BP_2025,down,Cellular Response to BMP Stimulus (GO:0071773),3,335,35,0.03969808316337983,SFRP1;SMAD9;TGFBR3,0.10859558286841922
GO_BP_2025,down,Positive Regulation of Epithelial Cell Proliferation (GO:0050679),5,335,87,0.04071467587555262,EGF;EGFL7;MYC;ODAM;SFRP1,0.11046358782629441
GO_BP_2025,down,Neutrophil Migration (GO:1990266),3,335,36,0.04263341083933948,CCL28;CXCL5;PDE4B,0.11380370151468847
GO_BP_2025,down,Regulation of DNA Binding (GO:0051101),3,335,36,0.04263341083933948,EGF;FOXC1;SMOX,0.11380370151468847
GO_BP_2025,down,Regulation of Fat Cell Differentiation (GO:0045598),4,335,61,0.04320538042118878,ADIRF;ENPP1;FRZB;SFRP1,0.11440784735530789
GO_BP_2025,down,Extracellular Matrix Organization (GO:0030198),6,335,118,0.04356783426495565,ADAMTS1;COL17A1;COLGALT2;HAS2;LOXL2;SLC39A8,0.11445200906111365
GO_BP_2025,down,Positive Regulation of Cell Migration (GO:0030335),11,335,282,0.04417851277314736,CAV1;CCL2;CCL5;CXCL12;EGF;ETS1;HAS2;ITGA6;RNASE1;SMOX;SPARC,0.11514242305442345
GO_BP_2025,down,Memory (GO:0007613),3,335,37,0.04567444047697666,LDLR;MAPT;PLCB1,0.11629415229137904
GO_BP_2025,down,Positive Regulation of Leukocyte Cell-Cell Adhesion (GO:1903039),3,335,37,0.04567444047697666,CCL2;ETS1;HAS2,0.11629415229137904
GO_BP_2025,down,Positive Regulation of Stress Fiber Assembly (GO:0051496),3,335,37,0.04567444047697666,RAPGEF3;RNASE1;SFRP1,0.11629415229137904
GO_BP_2025,down,Regulation of Cell Adhesion (GO:0030155),6,335,120,0.046630108616546685,CCL5;CXCL12;EPHA7;PDE3B;RND1;TESC,0.11782111413799201
GO_BP_2025,down,Negative Regulation of Signal Transduction (GO:0009968),9,335,217,0.047442369270048745,APOD;CCL5;EGFL7;ENPP1;FRZB;PTCH2;SFRP1;SFRP4;SPRY4,0.11785533813556677
GO_BP_2025,down,Positive Regulation of Cell Differentiation (GO:0045597),9,335,217,0.047442369270048745,ADIRF;CEACAM1;FOXC1;FRZB;LOXL2;OLFM1;PKDCC;PLCB1;SFRP1,0.11785533813556677
GO_BP_2025,down,Calcium-Mediated Signaling (GO:0019722),4,335,63,0.04771182873161918,CHRM3;EDNRB;NCALD;PPP1R9A,0.11785533813556677
GO_BP_2025,down,Endothelial Cell Migration (GO:0043542),3,335,38,0.04881997308384081,DPP4;LOXL2;STARD13,0.11835385269038269
GO_BP_2025,down,Positive Regulation of GTPase Activity (GO:0043547),5,335,92,0.04974021086676346,ITGA6;ODAM;RAP1GAP;RAPGEF3;RGS16,0.11835385269038269
GO_BP_2025,down,Regulation of Protein Phosphorylation (GO:0001932),6,335,122,0.04982282615122061,EPHA7;ODAM;RNASE1;SLIT2;SMOX;ZBED3,0.11835385269038269
GO_BP_2025,down,Axon Development (GO:0061564),4,335,64,0.05005903134940658,CNTN4;MAPT;S100B;SLITRK5,0.11835385269038269
GO_BP_2025,down,Calcium Ion Homeostasis (GO:0055074),4,335,64,0.05005903134940658,ATP2A3;CAV1;CCL5;CXCL12,0.11835385269038269
GO_BP_2025,down,Steroid Metabolic Process (GO:0008202),4,335,64,0.05005903134940658,CYP7B1;HSD11B2;HSD17B2;PRLR,0.11835385269038269
GO_BP_2025,down,Regulation of Cytoskeleton Organization (GO:0051493),6,335,123,0.05146835773628282,FSCN1;MAPT;ODAM;RAPGEF3;RNASE1;RND1,0.12045484287424336
GO_BP_2025,down,Regulation of Actin Cytoskeleton Organization (GO:0032956),5,335,93,0.051675491504962416,FSCN1;ODAM;RAPGEF3;RNASE1;RND1,0.12045484287424336
GO_BP_2025,down,Positive Regulation of Cell-Matrix Adhesion (GO:0001954),3,335,39,0.05206870986625955,CCL28;RNASE1;SFRP1,0.12052267808204134
GO_BP_2025,down,Vascular Transport (GO:0010232),4,335,65,0.05246867403337873,ATP2A3;SLC22A3;SLC2A3;SLC5A1,0.12060507711839137
GO_BP_2025,down,Protein Metabolic Process (GO:0019538),16,335,473,0.05346321592409466,ADAMTS1;CHRM3;CTSF;CYP2U1;DPP4;EEF1A2;ERN1;FOLH1;HTRA1;LOXL2;MAPT;PLAT;PRSS21;TESC;TMPRSS5;TSPAN33,0.12204361704051954
GO_BP_2025,down,Regulation of Apoptotic Process (GO:0042981),19,335,587,0.054126199442765144,ACVR1C;BEX2;CRYAB;ETS1;FRZB;HTRA1;IKZF3;ITGA6;KCNMA1;MYC;OLFM1;PHLDA1;PRLR;SFRP1;SFRP4;SLIT2;SOX8;TBX3;TSLP,0.12229183212188645
GO_BP_2025,down,Extracellular Structure Organization (GO:0043062),4,335,66,0.05494054400361804,ADAMTS1;COL17A1;SLC39A8;TEX14,0.12229183212188645
GO_BP_2025,down,Monoatomic Anion Transmembrane Transport (GO:0098656),3,335,40,0.05541925926973706,ANO5;GLRB;SLC5A1,0.12229183212188645
GO_BP_2025,down,Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046425),3,335,40,0.05541925926973706,CAV1;EGF;IL7R,0.12229183212188645
GO_BP_2025,down,Response to Peptide Hormone (GO:0043434),3,335,40,0.05541925926973706,CAV1;TGFBR3;ZBED3,0.12229183212188645
GO_BP_2025,down,Regulation of Stress Fiber Assembly (GO:0051492),4,335,67,0.05747438695231285,DLC1;RAPGEF3;RNASE1;SFRP1,0.12515804000799705
