library,direction,term,overlap,query_size,term_size,p,genes,fdr
GO_BP_2025,up,B Cell Activation (GO:0042113),6,2300,58,0.8810374034007233,BLNK;C3;HDAC9;IL10;LYL1;PLCG2,0.9999999989852337
GO_BP_2025,up,Pattern Recognition Receptor Signaling Pathway (GO:0002221),5,2300,50,0.8843550757119527,BECN1;DHX58;PLCG2;SYK;TLR3,0.9999999989852337
GO_BP_2025,up,Regulation of DNA Repair (GO:0006282),14,2300,122,0.8863540004394928,ACTR8;ARID1A;BCL7A;BRCA1;EYA4;PCNA;PPP4C;RUVBL1;RUVBL2;SUPT20H;TAF6;TFPT;UBE2V2;WRAP53,0.9999999989852337
GO_BP_2025,up,Regulation of Protein Phosphorylation (GO:0001932),14,2300,122,0.8863540004394928,ARRB1;C3;C9ORF72;CAMKK2;CD4;CIB1;ECT2;FBLN1;GPNMB;KNDC1;NPTN;PLXNB2;ROPN1L;TRAF3IP1,0.9999999989852337
GO_BP_2025,up,BMP Signaling Pathway (GO:0030509),3,2300,33,0.8881414284734519,ACVR2B;BMP7;MEGF8,0.9999999989852337
GO_BP_2025,up,Homotypic Cell-Cell Adhesion (GO:0034109),3,2300,33,0.8881414284734519,CEACAM5;FIBP;MIPEP,0.9999999989852337
GO_BP_2025,up,Peptidyl-Threonine Phosphorylation (GO:0018107),3,2300,33,0.8881414284734519,CDK1;CDK5;GDNF,0.9999999989852337
GO_BP_2025,up,Regulation of Ossification (GO:0030278),3,2300,33,0.8881414284734519,ACVR2B;NBR1;TMEM53,0.9999999989852337
GO_BP_2025,up,Glucose Homeostasis (GO:0042593),7,2300,67,0.8886359857134077,ADRA2A;ALOX5;APPL2;BAD;CYB5R4;IRS1;OAS1,0.9999999989852337
GO_BP_2025,up,Regulation of Stress Fiber Assembly (GO:0051492),7,2300,67,0.8886359857134077,ALMS1;ARAP1;ARHGAP28;ARHGEF10L;PFN2;PXDN;RHPN1,0.9999999989852337
GO_BP_2025,up,Transport Across Blood-Brain Barrier (GO:0150104),7,2300,67,0.8886359857134077,ABCC1;ATP2B4;SLC13A3;SLC29A4;SLC4A8;SLC5A5;SLC6A6,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Wnt Signaling Pathway (GO:0030177),11,2300,99,0.8888304950121473,CSNK1G1;FAM53B;GID8;GPC3;LBX2;LYPD6;PRDM15;RNF220;RUVBL1;SPNS1;SULF1,0.9999999989852337
GO_BP_2025,up,Phosphorylation (GO:0016310),33,2300,265,0.8892606003779173,ALPK3;BMX;CAMKK2;CDK5;CSK;DYRK1B;HCK;IRAK3;LIMK2;LTK;MAP3K8;MAPK10;MAST2;MATK;MOK;NADK;NEK10;NEK11;NEK2;NEK4;NUAK1;NUAK2;PIM2;PLK1;PLK4;PPP4R1;PTK2B;STK36;SYK;TELO2;TKFC;TRIB2;VRK1,0.9999999989852337
GO_BP_2025,up,DNA Integrity Checkpoint Signaling (GO:0031570),4,2300,42,0.890159277597422,CDT1;E2F1;RRAD;TIPRL,0.9999999989852337
GO_BP_2025,up,Glucose Metabolic Process (GO:0006006),4,2300,42,0.890159277597422,ENO2;OAS1;PGK1;TPI1,0.9999999989852337
GO_BP_2025,up,Organelle Disassembly (GO:1903008),4,2300,42,0.890159277597422,CDK1;GFM2;KIF9;VRK1,0.9999999989852337
GO_BP_2025,up,Regulation of Intracellular Transport (GO:0032386),4,2300,42,0.890159277597422,CAPN10;RAB11A;RNF139;TMEM53,0.9999999989852337
GO_BP_2025,up,DNA-templated Transcription Initiation (GO:0006352),6,2300,59,0.8907426565601322,ERCC3;GTF2E2;MAZ;NAT14;POLR2I;TAF6,0.9999999989852337
GO_BP_2025,up,Protein-Containing Complex Disassembly (GO:0032984),6,2300,59,0.8907426565601322,BECN1;CHMP5;SNAP29;TSG101;VIPAS39;VPS33A,0.9999999989852337
GO_BP_2025,up,Regulation of Cytoskeleton Organization (GO:0051493),14,2300,123,0.8930873269395306,ARAP1;ARHGEF16;BAIAP2;BST2;CAPN10;HCK;MAP6;PLXNB1;PTK2B;RAC2;RHOBTB1;S100A8;STMN3;TRAF3IP1,0.9999999989852337
GO_BP_2025,up,Phosphatidylinositol Biosynthetic Process (GO:0006661),9,2300,84,0.895457632095949,FIG4;INPP4A;INPP4B;INPP5E;MTM1;PI4KA;PIGU;PITPNM1;PLCG2,0.9999999989852337
GO_BP_2025,up,Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092),10,2300,92,0.8955553548913885,CIB1;IL18R1;RIPK4;RTKN2;S100A8;TRIM13;TRIM14;TRIM32;TRIM37;TRIM62,0.9999999989852337
GO_BP_2025,up,Calcium Ion Transport (GO:0006816),8,2300,76,0.8959666956159724,ATP2B4;ATP2C2;CACNA1D;ORAI2;ORAI3;PKD1;RAMP1;STIMATE,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903322),8,2300,76,0.8959666956159724,CENPS-CORT;FANCI;HSPBP1;NDFIP2;PIAS3;PSMD10;TSPYL5;UBE2L3,0.9999999989852337
GO_BP_2025,up,Regulation of Canonical Wnt Signaling Pathway (GO:0060828),21,2300,177,0.8961526133779376,ANKRD6;CCDC88C;CCNY;CSNK1G1;FAM53B;FUZ;GID8;GPC3;IGFBP2;LYPD6;MESP1;NPHP4;PRDM15;PTPRU;RBX1;RNF220;RUVBL1;RUVBL2;SHISA6;SIAH2;TBX18,0.9999999989852337
GO_BP_2025,up,Regulation of ERK1 and ERK2 Cascade (GO:0070372),19,2300,162,0.8970504746607717,ARRB1;ARRB2;C5AR1;CD4;CIB1;DSTYK;EPHA4;FAM83D;FBLN1;GPNMB;GSTP1;IGF1;MOCOS;NEK10;PSCA;PTK2B;PTPN6;RGS14;SYK,0.9999999989852337
GO_BP_2025,up,Ras Protein Signal Transduction (GO:0007265),6,2300,60,0.8997655408650269,CCNA2;IGF1;NTN1;PLCE1;RAPGEFL1;SPNS1,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Apoptotic Signaling Pathway (GO:2001235),6,2300,60,0.8997655408650269,BCL2L14;BECN1;BOK;S100A8;STYXL1;TAF6,0.9999999989852337
GO_BP_2025,up,Cellular Response to Fibroblast Growth Factor Stimulus (GO:0044344),3,2300,34,0.8999026155962915,CHURC1;DSTYK;FIBP,0.9999999989852337
GO_BP_2025,up,"Mitochondrial Electron Transport, NADH to Ubiquinone (GO:0006120)",3,2300,34,0.8999026155962915,NDUFA8;NDUFAB1;NDUFB5,0.9999999989852337
GO_BP_2025,up,Regulation of Apoptotic Signaling Pathway (GO:2001233),3,2300,34,0.8999026155962915,BDNF;MAZ;STYXL1,0.9999999989852337
GO_BP_2025,up,Semaphorin-Plexin Signaling Pathway (GO:0071526),3,2300,34,0.8999026155962915,PLXNB1;PLXNB2;SEMA4F,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Immune System Process (GO:0002683),4,2300,43,0.9006404874886933,C9ORF72;IRAK3;TRIM32;TSPAN6,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Actin Filament Bundle Assembly (GO:0032233),4,2300,43,0.9006404874886933,ARHGEF10L;MTSS1;PFN2;PXDN,0.9999999989852337
GO_BP_2025,up,Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),4,2300,43,0.9006404874886933,CIB1;FBLN1;RCC2;WASHC2C,0.9999999989852337
GO_BP_2025,up,"Negative Regulation of Gene Expression, Epigenetic (GO:0045814)",8,2300,77,0.9037434237548982,APOBEC3G;BRCA1;DNMT1;HDAC9;HMGA2;LMNB1;TRIM37;UHRF1,0.9999999989852337
GO_BP_2025,up,Protein Dephosphorylation (GO:0006470),8,2300,77,0.9037434237548982,DUSP18;MTM1;PPP5C;PTPN6;PTPN9;PTPRH;PTPRN2;PTPRU,0.9999999989852337
GO_BP_2025,up,Regulation of Transcription Elongation by RNA Polymerase II (GO:0034243),8,2300,77,0.9037434237548982,INTS5;MED18;MED22;MED24;MED25;MED31;RECQL5;ZMYND8,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Protein Kinase Activity (GO:0006469),5,2300,52,0.9038336866867954,DUSP19;GSTP1;MVP;SRCIN1;TRIB2,0.9999999989852337
GO_BP_2025,up,Protein Modification by Small Protein Conjugation (GO:0032446),37,2300,298,0.904652376449914,ARRB1;ARRB2;ASB9;BRCA1;CDC16;CUL9;DCAF15;DET1;DTX2;DTX3;DTX4;EIPR1;FBXL7;FBXO2;FBXO7;HERC6;KLHL13;PIAS3;PLK1;RBX1;RFWD3;RNF135;RNF139;RNF183;RNF220;RNF26;SPSB2;TRAIP;TRIM32;UBAC1;UBE2C;UBE2L3;UBE2V2;UFC1;UHRF1;VPS11;ZMIZ2,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Catabolic Process (GO:0009896),19,2300,164,0.9077973972385343,ASB9;BAD;BECN1;CCNY;DTL;EGLN2;ENDOG;GPC3;PIM2;PLEKHF1;RBX1;RNF139;SORL1;TP53INP1;TRIM32;TTC5;UPF1;VPS11;VPS35,0.9999999989852337
GO_BP_2025,up,Regulation of Signal Transduction (GO:0009966),19,2300,164,0.9077973972385343,ACVR1;ANKRD54;CSK;DYNLT1;FUZ;GDNF;HIF1AN;IFT81;IGFBP2;IGFBP5;INTU;ITGA3;LLGL2;MDFI;OTX2;PXDN;RGS14;SULF1;ZDHHC7,0.9999999989852337
GO_BP_2025,up,Small GTPase-mediated Signal Transduction (GO:0007264),20,2300,172,0.9096055656385921,ABR;ADRA2A;AIF1;ARHGAP4;ARL3;BRK1;CCDC88C;CCNA2;EPS8L1;GDI1;IGF1;NTN1;PLCE1;PLEKHG5;RACGAP1;RAPGEFL1;RHOD;RRAD;SIAH2;SPNS1,0.9999999989852337
GO_BP_2025,up,Membrane Organization (GO:0061024),17,2300,149,0.9096864644204999,ATP10B;AZIN2;CHMP5;KIF20A;LMNB1;MVB12B;NUP93;PDCD6IP;RABIF;REEP1;REEP4;RTP4;SNAP29;STX18;TSG101;VPS25;VPS37D,0.9999999989852337
GO_BP_2025,up,Regulation of Actin Filament-Based Process (GO:0032970),9,2300,86,0.9099411531313463,ARAP1;ARHGEF16;BAIAP2;BST2;CAPN10;HCK;PTK2B;RAC2;RHOBTB1,0.9999999989852337
GO_BP_2025,up,Cellular Response to Amino Acid Starvation (GO:0034198),4,2300,44,0.9102281541616987,GDNF;RRAGA;TRIM32;WDR24,0.9999999989852337
GO_BP_2025,up,Translational Elongation (GO:0006414),4,2300,44,0.9102281541616987,ANKZF1;EIF4E2;GFM2;KLHDC10,0.9999999989852337
GO_BP_2025,up,Cell Surface Receptor Signaling Pathway via JAK-STAT (GO:0007259),3,2300,35,0.9105363169086317,CTF1;NMI;PKD1,0.9999999989852337
GO_BP_2025,up,Cellular Response to BMP Stimulus (GO:0071773),3,2300,35,0.9105363169086317,ACVR2B;BMP7;MEGF8,0.9999999989852337
GO_BP_2025,up,Cellular Response to Heat (GO:0034605),3,2300,35,0.9105363169086317,HSBP1;HSBP1L1;PDCD6,0.9999999989852337
GO_BP_2025,up,Connective Tissue Development (GO:0061448),3,2300,35,0.9105363169086317,DYRK1B;PKD1;SULF1,0.9999999989852337
GO_BP_2025,up,Ephrin Receptor Signaling Pathway (GO:0048013),3,2300,35,0.9105363169086317,EFNB3;EPHA4;SYNGAP1,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Kinase Activity (GO:0033673),3,2300,35,0.9105363169086317,DUSP19;GSTP1;TRIB2,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Chemotaxis (GO:0050921),3,2300,35,0.9105363169086317,AIF1;EDN2;MEGF8,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Lymphocyte Activation (GO:0051251),3,2300,35,0.9105363169086317,FBXO38;FCHO1;NCKAP1L,0.9999999989852337
GO_BP_2025,up,Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900225),3,2300,35,0.9105363169086317,PLCG2;TRIM31;ZDHHC1,0.9999999989852337
GO_BP_2025,up,Central Nervous System Development (GO:0007417),23,2300,195,0.9105455414233486,ACD;C1QA;C3;CDK5;CTNS;CYP26A1;EIF2B2;EML1;FOXJ1;GSN;GSTP1;KDM4B;MSI1;NPAS1;PHF8;PITPNM1;PLXNB2;PROX1;SNTG2;SOX21;TAGLN3;TUBGCP2;UFC1,0.9999999989852337
GO_BP_2025,up,Regulation of Signal Transduction by P53 Class Mediator (GO:1901796),5,2300,53,0.912453661641414,MAP2K6;MORN3;NUAK1;SMYD2;USP2,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Macroautophagy (GO:0016239),7,2300,70,0.9129164965594966,C9ORF72;EIF2AK1;FBXO7;FYCO1;TRIM13;TRIM32;WDR24,0.9999999989852337
GO_BP_2025,up,Response to Insulin (GO:0032868),7,2300,70,0.9129164965594966,CAPN10;CPEB1;HDAC9;INHBB;IRS1;PKM;RAB31,0.9999999989852337
GO_BP_2025,up,Regulation of Small GTPase Mediated Signal Transduction (GO:0051056),16,2300,142,0.9135722605914994,ARAP1;ARHGAP28;ARHGAP39;ARHGAP4;ARHGEF10L;DOCK6;DOCK8;ECT2;EPS8L1;FOXM1;GMIP;PLEKHG1;PLEKHG5;RACGAP1;RHOD;SRGAP2,0.9999999989852337
GO_BP_2025,up,Circulatory System Development (GO:0072359),10,2300,95,0.9158282548337603,ALPK3;DNAAF4;HDAC9;HEY2;PCSK5;PDLIM1;PKD1;STRA6;TGFB2;ZFPM1,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Canonical Wnt Signaling Pathway (GO:0090263),8,2300,79,0.917825569095345,CSNK1G1;FAM53B;GID8;GPC3;LYPD6;PRDM15;RNF220;RUVBL1,0.9999999989852337
GO_BP_2025,up,Monocarboxylic Acid Biosynthetic Process (GO:0072330),4,2300,45,0.9189834303585062,ACOT8;MCAT;MLYCD;NDUFAB1,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Organelle Organization (GO:0010638),7,2300,71,0.9199275861082118,BAD;BMF;BOK;DOC2B;FYCO1;STX18;VPS35,0.9999999989852337
GO_BP_2025,up,T Cell Differentiation (GO:0030217),3,2300,36,0.9201333719217186,CD4;FCER1G;SPI1,0.9999999989852337
GO_BP_2025,up,Defense Response to Gram-negative Bacterium (GO:0050829),3,2300,36,0.9201333719217186,AZU1;GSDMD;MPEG1,0.9999999989852337
GO_BP_2025,up,Positive Regulation of T Cell Mediated Immunity (GO:0002711),3,2300,36,0.9201333719217186,FBXO38;RAET1E;RAET1G,0.9999999989852337
GO_BP_2025,up,Regulation of Endothelial Cell Apoptotic Process (GO:2000351),3,2300,36,0.9201333719217186,IL10;IL13;PAK4,0.9999999989852337
GO_BP_2025,up,Regulation of Hippo Signaling (GO:0035330),3,2300,36,0.9201333719217186,MAPK14;NUAK2;STRIP1,0.9999999989852337
GO_BP_2025,up,tRNA Methylation (GO:0030488),3,2300,36,0.9201333719217186,TRMT12;TRMT1L;TRMT61B,0.9999999989852337
GO_BP_2025,up,Regulation of GTPase Activity (GO:0043087),12,2300,112,0.9213287370066746,ARAP1;CFAP73;DOCK8;ECT2;EPHA4;GMIP;NTRK2;PLXNB1;PLXNB2;RASIP1;RCC2;SRGAP2,0.9999999989852337
GO_BP_2025,up,Carbohydrate Metabolic Process (GO:0005975),6,2300,63,0.9230884857285803,AKR1B1;FUT3;HAS3;IDH3G;NAGA;TKFC,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Protein Transport (GO:0051222),6,2300,63,0.9230884857285803,ADAM8;CEP290;FYCO1;IGF1;SYTL4;TGFB2,0.9999999989852337
GO_BP_2025,up,Cellular Response to Transforming Growth Factor Beta Stimulus (GO:0071560),8,2300,80,0.9241770978580519,APPL2;ARRB2;DUSP22;GDF15;PXDN;TGFB2;WNT4;ZMIZ2,0.9999999989852337
GO_BP_2025,up,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),8,2300,80,0.9241770978580519,AIFM1;CEP89;COA3;COX14;COX7A2;NDUFAF3;NDUFAF6;SDHAF4,0.9999999989852337
GO_BP_2025,up,Positive Regulation of MAPK Cascade (GO:0043410),31,2300,259,0.9255825371830133,ADAM8;ADRA2A;ADRB1;ANKRD6;ARRB1;ARRB2;C5AR1;CCDC88C;CD4;CIB1;DSTYK;DUSP19;DUSP22;EDA2R;GDF15;GPNMB;IGF1;KLHDC10;MAPK8IP3;MOCOS;NEK10;NTRK2;PIK3R5;PLCG2;PTK2B;SPI1;SPNS1;TGFB2;TLR3;WNT4;WNT7B,0.9999999989852337
GO_BP_2025,up,Metal Ion Transport (GO:0030001),11,2300,105,0.9268137850190641,ASIC1;ATP2B4;CACNA1D;KCNH3;KCNJ12;KCNJ16;PKD1;RAMP1;SLC38A7;SLC5A5;TUSC3,0.9999999989852337
GO_BP_2025,up,RNA 3'-End Processing (GO:0031123),4,2300,46,0.9269655133327385,CPSF3;INTS5;PTCD1;REXO5,0.9999999989852337
GO_BP_2025,up,mRNA Transport (GO:0051028),5,2300,55,0.9276776343926999,DDX19B;NUP133;SMG7;THOC5;UPF1,0.9999999989852337
GO_BP_2025,up,Phagocytosis (GO:0006909),5,2300,55,0.9276776343926999,AIF1;ANXA11;C1ORF43;GSN;PLD4,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Cellular Component Organization (GO:0051130),9,2300,89,0.9284585976345265,BMF;BMP7;BRK1;CDC20;GPC3;HAS3;NEURL1;SYK;TGFB2,0.9999999989852337
GO_BP_2025,up,Memory (GO:0007613),3,2300,37,0.9287801846551812,CALB1;NFATC4;RGS14,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Mitotic Cell Cycle Phase Transition (GO:1901991),3,2300,37,0.9287801846551812,CRLF3;E2F7;GPNMB,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Proteolysis Involved in Protein Catabolic Process (GO:1903052),3,2300,37,0.9287801846551812,BAG2;RNF139;TMTC3,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Stem Cell Population Maintenance (GO:1902459),3,2300,37,0.9287801846551812,ARID1A;BCL7A;SAP30,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Stress Fiber Assembly (GO:0051496),3,2300,37,0.9287801846551812,ARHGEF10L;PFN2;PXDN,0.9999999989852337
GO_BP_2025,up,Antimicrobial Humoral Response (GO:0019730),6,2300,64,0.9297286183254075,AZU1;CCL15;GAPDH;HMGN2;JCHAIN;PRSS3,0.9999999989852337
GO_BP_2025,up,Axon Development (GO:0061564),6,2300,64,0.9297286183254075,BAIAP2;CDK5;DHFR;MAPK8IP3;NREP;SVBP,0.9999999989852337
GO_BP_2025,up,Peptidyl-Serine Modification (GO:0018209),6,2300,64,0.9297286183254075,CDK1;CDK5;MAPK14;PKD1;PLK1;PRKX,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Inflammatory Response (GO:0050729),8,2300,81,0.930099366348697,ADAM8;GSDMD;MAP3K8;NMI;PLCG2;S100A8;SETD4;TLR3,0.9999999989852337
GO_BP_2025,up,Integrin-Mediated Signaling Pathway (GO:0007229),7,2300,73,0.9324917844261722,FBLN1;HCK;ITGA3;PTK2B;RCC2;SPNS1;SYK,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Multicellular Organismal Process (GO:0051241),21,2300,185,0.9327778484451561,ACOT13;ACVR2B;BBS2;EPHA4;FOXA1;GDF15;GPNMB;HDAC9;IL10;IL13;IL18R1;MAP2K6;NPTN;OVOL2;PCTP;PFN2;PTPRU;SAP30;SPI1;TMEM53;ZNF750,0.9999999989852337
GO_BP_2025,up,Cellular Response to Mechanical Stimulus (GO:0071260),4,2300,47,0.9342313199733431,BAD;CASP2;PIGU;TLR3,0.9999999989852337
GO_BP_2025,up,Post-Translational Protein Modification (GO:0043687),4,2300,47,0.9342313199733431,CCNA2;RBX1;SENP8;TPST1,0.9999999989852337
GO_BP_2025,up,Regulation of BMP Signaling Pathway (GO:0030510),4,2300,47,0.9342313199733431,ITGA3;SORL1;SULF1;TMEM53,0.9999999989852337
GO_BP_2025,up,Regulation of Cell-Matrix Adhesion (GO:0001952),5,2300,56,0.9343675023583174,CIB1;EMP2;NEXMIF;PTK2B;SYNGAP1,0.9999999989852337
GO_BP_2025,up,Peptidyl-Serine Phosphorylation (GO:0018105),6,2300,65,0.9358572037569816,CDK1;CDK5;MAPK14;PKD1;PLK1;PRKX,0.9999999989852337
GO_BP_2025,up,Protein Localization to Cell Periphery (GO:1990778),12,2300,115,0.9362188914512972,ANK1;AP4M1;ARL3;EMP2;MRAP2;PACS2;PLEKHF1;RAB11A;RAB34;RAMP1;WDR19;ZDHHC7,0.9999999989852337
GO_BP_2025,up,Regulation of Cell Growth (GO:0001558),21,2300,186,0.9364848690681882,BRCA1;BST2;CIB1;CRLF3;DNPH1;EGLN2;HDGFL2;MUC12;NAIF1;NDRG3;NME6;PAK4;PPP1R9B;PSMD10;PSRC1;S100A8;SLC44A4;TCHP;TGFB2;TNNC1;TRIM32,0.9999999989852337
GO_BP_2025,up,RNA Stabilization (GO:0043489),3,2300,38,0.9365583877865635,E2F1;GDNF;RBM24,0.9999999989852337
GO_BP_2025,up,Negative Regulation of mRNA Catabolic Process (GO:1902373),3,2300,38,0.9365583877865635,E2F1;GDNF;RBM24,0.9999999989852337
GO_BP_2025,up,Ribosome Assembly (GO:0042255),3,2300,38,0.9365583877865635,EFL1;NGRN;NOA1,0.9999999989852337
GO_BP_2025,up,Regulation of TORC1 Signaling (GO:1903432),9,2300,91,0.9388909291698879,C9ORF72;CTNS;GPR137;OTUB1;RBX1;RRAGA;SLC38A9;SYK;WDR24,0.9999999989852337
GO_BP_2025,up,DNA-templated Transcription (GO:0006351),20,2300,179,0.9391917462130173,ARRB2;E2F1;ERCC3;GTF2E2;GTF2H5;GTF3C2;GTF3C3;HSF2BP;NAT14;PIR;POLR2H;POLR2I;POLR3K;PPP5C;SNAPC2;SNAPC3;SPNS1;TAF6;TCEA2;TRIP13,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Protein Phosphorylation (GO:0001934),15,2300,140,0.9402771146210791,ARRB1;C3;CAMKK2;CD4;CIB1;DUSP19;GPNMB;KNDC1;MAPRE3;NEK10;NPTN;PFN2;PTK2B;SPNS1;STOX1,0.9999999989852337
GO_BP_2025,up,Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236),5,2300,57,0.9404975544733903,ACVR1;BCL2L14;GSTP1;IGF1;SIAH2,0.9999999989852337
GO_BP_2025,up,Regulation of Protein Serine/Threonine Kinase Activity (GO:0071900),5,2300,57,0.9404975544733903,CDC25A;CIB1;HMGA2;TRIB2;TSG101,0.9999999989852337
GO_BP_2025,up,Cytoskeleton Organization (GO:0007010),10,2300,100,0.9421956756576636,ANK1;ARHGAP4;MAST2;PAK4;PTK2B;RAC2;RHOBTB1;STRIP1;ZMYM3;ZNF135,0.9999999989852337
GO_BP_2025,up,Cellular Response to Peptide Hormone Stimulus (GO:0071375),7,2300,75,0.9432898811631376,CAPN10;CPEB1;HDAC9;INHBB;IRS1;PKM;RAB31,0.9999999989852337
GO_BP_2025,up,Regulation of Translation (GO:0006417),21,2300,188,0.9433836342190194,B3GNTL1;CAPRIN1;DHFR;EIF2AK1;EIF2B2;EIF4E2;EPHA4;GAPDH;GUF1;IGF2BP3;IGFBP5;METTL5;MIF4GD;MRPL13;MSI1;NSUN3;PLXNB2;RNF139;TYMS;UPF1;ZNF385A,0.9999999989852337
GO_BP_2025,up,Defense Response to Gram-positive Bacterium (GO:0050830),3,2300,39,0.9435446516709308,GBP6;GSDMD;MPEG1,0.9999999989852337
GO_BP_2025,up,Myelination (GO:0042552),3,2300,39,0.9435446516709308,B4GALT5;BCAS1;EIF2B2,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Protein Binding (GO:0032091),3,2300,39,0.9435446516709308,EFHB;IFIT1;ZFPM1,0.9999999989852337
GO_BP_2025,up,Organelle Transport Along Microtubule (GO:0072384),3,2300,39,0.9435446516709308,BICDL1;NDE1;TRAK1,0.9999999989852337
GO_BP_2025,up,Peptidyl-Threonine Modification (GO:0018210),3,2300,39,0.9435446516709308,CDK1;CDK5;GDNF,0.9999999989852337
GO_BP_2025,up,protein-DNA Complex Assembly (GO:0065004),3,2300,39,0.9435446516709308,ASF1B;CHAF1B;GTF2H5,0.9999999989852337
GO_BP_2025,up,Cellular Response to Nitrogen Compound (GO:1901699),14,2300,133,0.9441045242014489,ABCC1;ATP2B4;BRCA1;CDK5;CHMP5;EPHA4;GABRB2;IGF1;IGFBP5;KCNE1;P2RY2;SLC26A6;SLC5A5;SYK,0.9999999989852337
GO_BP_2025,up,Membraneless Organelle Assembly (GO:0140694),13,2300,125,0.9443068696483,ANLN;BSCL2;C9ORF72;CAPRIN1;DLGAP5;HAUS3;HAUS5;MAPRE3;MOSPD2;NEK2;SAC3D1;SQLE;TUBGCP2,0.9999999989852337
GO_BP_2025,up,Regulation of Cell Migration (GO:0030334),45,2300,370,0.9444856205934294,ACVR1;ADRA2A;AIF1;APPL2;ARHGAP4;BST2;CCL15;CEACAM6;CIB1;CLDN3;DAG1;DPYSL3;DUSP22;EMILIN2;EMP2;EPHA4;FUT3;FUZ;FYCO1;GPNMB;IGF1;IGFBP5;MAZ;MGAT5;PLXNB1;PLXNB2;PRKX;PTK2B;PTPRU;RCC2;RHOD;SAP30;SCAI;SEMA4F;SORL1;SRCIN1;SRGAP2;SULF1;TMSB10;TNNC1;TP53INP1;TRIM32;ULK4;VRK1;ZMYND8,0.9999999989852337
GO_BP_2025,up,Cellular Response to Cytokine Stimulus (GO:0071345),26,2300,227,0.9446773515274768,AIF1;BRCA1;CD4;CIB1;DOCK8;DPYSL3;DUOX1;EDA2R;EDN2;GAPDH;GBP6;HCK;IFIT1;IFITM2;IL13RA1;IL20RA;IL5RA;IRAK3;IRS1;LRP8;OAS1;PTPN6;RIPOR2;SELPLG;SLC26A6;UPF1,0.9999999989852337
GO_BP_2025,up,Regulation of Intracellular Signal Transduction (GO:1902531),32,2300,273,0.9455102576052018,ACVR1;AKR1C3;ANKRD54;ARAP1;ARHGAP28;ARHGAP39;ARHGAP4;ARHGEF10L;DHRS3;DOCK8;ECT2;EPHA4;FAM83D;GMIP;JPT2;KCTD11;MAP2K6;NUAK1;NUAK2;PAK4;PIDD1;PLCG2;PLEKHG1;PLEKHG5;RACGAP1;RHOD;SMYD2;SRGAP2;STYXL1;ULK4;USP2;WDR54,0.9999999989852337
GO_BP_2025,up,Protein Complex Oligomerization (GO:0051259),10,2300,101,0.9465046221713774,BASP1;BOK;ECT2;GSDMD;MOSPD2;NACC2;OAS1;PDCD6IP;PXDN;RNF135,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Cell Cycle (GO:0045786),6,2300,67,0.946706572452646,BMP7;BRCA1;CDT1;IL10;MAD2L1;TAF6,0.9999999989852337
GO_BP_2025,up,Wound Healing (GO:0042060),6,2300,67,0.946706572452646,CHMP5;EPB41L4B;EVPL;IGF1;SYTL4;TGFB2,0.9999999989852337
GO_BP_2025,up,Muscle Contraction (GO:0006936),4,2300,49,0.9468290076031675,FXYD1;KCNJ12;MYL6;SLC6A8,0.9999999989852337
GO_BP_2025,up,Extracellular Matrix Organization (GO:0030198),12,2300,118,0.9486172112424405,ADAM8;CTSK;GSN;HAS3;KIF9;LOX;LOXL3;MMP15;P4HA1;PXDN;TGFB2;TPSAB1,0.9999999989852337
GO_BP_2025,up,Regulation of Macromolecule Biosynthetic Process (GO:0010556),11,2300,110,0.9494094451237921,AIF1;GDNF;IGF1;IL10;KDM4B;MEGF8;PROX1;STOX1;TCF19;TMPRSS4;TP73,0.9999999989852337
GO_BP_2025,up,Cellular Response to Virus (GO:0098586),3,2300,40,0.9498106105236532,MAPK14;OAS1;POU2AF1,0.9999999989852337
