dataset,contrast,n_np,n_crs_nonpolyp,n_healthy,estimate,se,t,df,p,mean_np,mean_crs_nonpolyp,mean_healthy,fdr_two_tests
GSE36830,(NP-CRSwNP_nonpolyp)-(CRSwNP_nonpolyp-healthy),6,6,6,-1.0786332438993858,0.4966879270105725,-2.1716518265128397,7.38790820303788,0.06443625405579907,-0.7880408310794685,0.29854947400748827,0.3065065351950594,0.06443625405579907
GSE136825,(NP-CRSwNP_nonpolyp)-(CRSwNP_nonpolyp-healthy),42,33,28,-0.5380316287403966,0.24506592114145237,-2.195456741738661,68.59004296654915,0.03151717079903125,-0.5859691396098773,0.2614432984187573,0.5708241077069953,0.0630343415980625
