genes_common,direction_concordant_all,genes_both_effect_le_minus_0_5,genes_meta_fdr_0_05,genes_meta_fdr_0_05_concordant_down,locked_genes_present,locked_genes_concordant_down,locked_median_meta_effect,locked_median_I2
15445,0.6655228229200388,335,7897,685,40,40,-2.402904752590514,0.0
