source,target,cor_discovery,cor_validation,consensus_weight
SAP30BP,TMEM63A,0.6054753676868564,0.6727665583107889,0.6382347368019433
SLC13A2,EPHA7,0.7121808098735009,0.5719295321069794,0.6382140999433662
ROPN1,PTH2R,0.612682068541231,0.6646017494786817,0.6381140764994294
TUSC8,SLC12A2,0.7427062895064239,0.5482224426930626,0.6380973720653554
PHLDA1,GRIA2,0.7501939669103896,0.542702203398646,0.6380688981752984
EGF,ID4,0.6123638110130416,0.6648179501682295,0.6380520774943809
TMPRSS5,DMRTA1,0.6294762708663877,0.6466766218423826,0.6380184859185635
ST3GAL6,FREM3,0.6154095209971345,0.6613451233596722,0.6379640158978928
BHLHA15,SMPDL3B,0.6090013182951589,0.668108848270344,0.6378708093033415
MGAM2,GALNT6,0.6822661905061407,0.5962388428961427,0.6378037346821831
SLC25A48,PRSS8,0.5825079810589728,0.6983097629459664,0.6377860222421191
TCN1,KANK4,0.6601043782777863,0.6161346546611943,0.6377406864474983
FDCSP,KIAA1324,0.5816830428396212,0.6991952304506519,0.6377381979993714
SLC22A3,ACSL1,0.6397518296866295,0.6356942214530581,0.6377197984191892
AIF1L,ST3GAL6,0.7605572687212107,0.5346426618541612,0.6376726139968993
CA2,RNF128,0.6681641564247686,0.6085028653410347,0.6376361060218022
RNF128,GALNT13,0.7221208679324943,0.5630034241296409,0.6376178489357575
PPP1R1B,CADM1,0.7300539810838053,0.5566612385294202,0.6374894142677546
PHLDA1,TRIL,0.5676695610644968,0.7155788584430133,0.63734789281787
BHLHA15,TMED3,0.5622881698534007,0.722398295345002,0.6373350887835673
STATH,KCNN4,0.8372843130358599,0.48507260500980987,0.6372940317138971
CCDC129,LINC01554,0.6212533396752196,0.6537283046972745,0.6372839967654933
LPO,SLITRK5,0.7183476243106075,0.5650512689266962,0.6371053575721887
KCNN4,SEC63,0.6535183277281594,0.6210330484767733,0.6370686613736873
TCN1,MPO,0.7643388802541801,0.530975222415836,0.6370596572881022
LPO,GP2,0.788278516726553,0.5147371100885715,0.6369899572557888
ATP2A3,FREM3,0.744409016871322,0.5450331405753321,0.6369674908015103
PPP1R1B,TUSC8,0.7374805722817164,0.5501068551944275,0.6369404355078123
TCN1,ITGA6,0.6747190381996933,0.6011708890633307,0.6368841684815733
SLC12A2,CRISP2,0.6023554257658971,0.6733139273609671,0.6368471538678834
BPIFB2,ELF5,0.5509369905900416,0.7357896638736845,0.6366896756833944
C2orf88,ID2,0.5837924236990356,0.6942101536366437,0.6366118347533418
DTNB,TTYH1,0.5728210737688152,0.7072759469552805,0.6365081047290595
OXGR1,SOX9,0.5584156948425937,0.7254281073039106,0.6364671559463699
TCN1,PRSS8,0.7685046782499585,0.5270942028156692,0.6364545237032055
TNFSF13,ELF5,0.5789910724780146,0.6992861344327721,0.6363021522391983
CHPT1,SLC31A2,0.580953172798435,0.6968439340666286,0.6362654276647061
SLAIN1,ELF5,0.6036984812755317,0.6704528925353977,0.6362007489703285
FOLH1,AACS,0.6320674132514599,0.6402138359400525,0.6361275840666112
FOLH1,CRISP3,0.7793577768886363,0.5192195092560303,0.6361271590263919
EGF,FREM3,0.6851318793171514,0.590520352575223,0.6360694293352648
LINC01554,CRISP2,0.5602555805333701,0.7219914103227275,0.6360029219512017
CHRM3,KIAA1324,0.6758312356384035,0.5984668540408433,0.6359737364506897
FAM171B,SOX9,0.5513072959257335,0.733544756618936,0.6359312668929606
KCNMA1,SLC31A2,0.6131524846809859,0.659291671915502,0.6358036857116129
PKDCC,ATP2A3,0.7228884518117342,0.5590591157775925,0.6357180024788515
GALNT6,CDC42EP1,0.5929095364281108,0.68161032763312,0.6357147657413393
GALNT6,CEACAM1,0.6506974268114629,0.6210619219485948,0.6357070036601234
ANO1,MAPT,0.6468211800924824,0.624688144233472,0.6356583379795133
EGF,PRSS8,0.6790174865310407,0.595065279031907,0.6356569279809179
PYCR1,CRISP3,0.7396193524982175,0.5462533646865085,0.6356253298047586
CA2,ROPN1,0.7134552508167163,0.5662445560753366,0.6356021961717324
SAP30BP,ELF5,0.6015477563610175,0.6713946860091214,0.6355123657345283
ST3GAL6,PART1,0.6464632567464159,0.6246678286816033,0.6354721071095265
NRG3,ITGA6,0.611723742831638,0.660088583384819,0.6354461887749389
MPO,PRSS8,0.5688423286237241,0.7098254295290521,0.6354358742230731
FAHD2A,PTH2R,0.6539857674706946,0.6173173088525459,0.6353870741547045
MCFD2,ST3GAL1,0.7020172681616893,0.5750751001011924,0.6353838609540292
ADGRG2,CRISP2,0.5802917006556182,0.6956989429479493,0.6353804551192784
RNF128,PRSS8,0.594195610324315,0.6793234079629451,0.635335334293738
AZGP1,CES3,0.6262060616442803,0.6444333006556886,0.6352543106473368
TUSC8,TNFRSF11A,0.5943176103683061,0.6786800763781311,0.6350996151767299
TMPRSS5,BARX2,0.6291840877595348,0.6410255750463609,0.6350772328355629
DMBT1,CES3,0.6376480299402174,0.632505326977205,0.63507147288609
KCNMA1,GATM,0.757390614040628,0.5324183937104131,0.63501865652818
MPO,BPIFB2,0.709532665384799,0.5679130548625257,0.6347856831430837
LTF,ADGRG2,0.6904693606158753,0.5833715223330012,0.6346653937523119
KCNMA1,PADI2,0.7498681809998009,0.537035922160779,0.6345913252497658
SMAD9,OXR1,0.5607485907122779,0.7177844086202809,0.634426193949358
PPP1R1B,DLX6-AS1,0.7478524073008126,0.5381765764027872,0.6344104729713517
SLITRK5,C2orf88,0.7108475267244071,0.5661594939503655,0.6343918946567328
FAHD2A,TRIL,0.560478088537327,0.7180427645967652,0.6343872919512596
ID2,SOX9,0.5653518772254472,0.7117095605527757,0.634323526363172
PPP1R1B,IRX2,0.5514009642731021,0.7294993832786089,0.6342291883668382
CCL28,TMPRSS5,0.7798780651332551,0.5157761487161521,0.634225909989993
PPP1R1B,CES3,0.6204762380795797,0.6482669708505324,0.6342194031599656
SLC39A8,TMPRSS5,0.6846351845884617,0.5874667479857048,0.6341927194842087
PKDCC,C6orf58,0.5850229483511595,0.687435875027121,0.6341654061920482
PHLDA1,GPAT2,0.705458695444868,0.5699392403814985,0.6340887895258605
LPO,AACS,0.6022542262540294,0.667582930918727,0.6340777882254315
ST3GAL6,CEP85L,0.6662058421972554,0.6034871076640201,0.6340714761101419
FAHD2A,AIF1L,0.7383166093102456,0.5445006137102155,0.6340456189280659
MGLL,SOX8,0.5581456061969606,0.7202059278736335,0.6340187490915972
CCL28,IRX2,0.6128238900326723,0.6559457071122103,0.6340182961734911
SLC5A1,PIP,0.7254038613112342,0.5541010613858672,0.6339929411956897
TNFSF13,FOLR1,0.5705400630224314,0.7044106773107407,0.6339515062104858
DEPTOR,KIAA1324,0.6849918387930573,0.5866700640382122,0.6339276030670818
LPO,LIMCH1,0.5750088879669166,0.6987962774092836,0.6338880582473007
PHLDA1,BHLHA15,0.630749825362105,0.6369518101293532,0.6338432321979672
KANK4,DYNC1I1,0.5817401737198683,0.6904721977055016,0.6337786808042203
KCNN4,TTYH1,0.6516412460325559,0.6163519950160785,0.6337510410460317
AACS,IRX2,0.6151501626645525,0.6528488157665719,0.6337192242737845
MANSC1,GPAT2,0.6817649489168868,0.588909493815146,0.6336385807126589
KCNN4,ITGA6,0.6082570138786338,0.6598016778821906,0.6335053262133898
PPP1R1B,BHLHA15,0.6076122921537436,0.6603915962494004,0.6334524856026439
SEC63,OGFRL1,0.7450308807540624,0.5383809151252,0.633332777753454
SLC22A3,C2orf88,0.6060850213840749,0.661664069251436,0.6332650958021693
ADGRG6,C3orf70,0.6379605956584289,0.6284161635665895,0.6331703957311382
BPIFB2,CBS,0.6033029247111672,0.6644491393236578,0.6331383016970151
CEACAM1,TNFSF13,0.5610672301720384,0.7143050343870883,0.6330664634471694
CCL28,SLC39A8,0.6888740145834477,0.5816447486167193,0.63299285386249
F5,ROPN1,0.6510679823827749,0.6152974285305985,0.632930055660755
KCNN4,MUC7,0.7677463990908733,0.5217871812222421,0.632929877217969
CCL28,SLC25A48,0.7239220699318667,0.5533193480668385,0.632898165415177
P4HB,SERP1,0.6437276226465836,0.6222136429658814,0.6328792216250246
ATP6V0E2,LIMCH1,0.5849926832596595,0.6845384495977999,0.6328111759637499
CHRM1,RASAL1,0.7261753607897822,0.5514217126328765,0.6327944856890733
F5,ABCA3,0.6603374883723363,0.6063644440800344,0.6327757691647949
KCNMA1,SLC43A1,0.6641101899127487,0.6026192058191641,0.6326180168329344
STATH,SLC31A2,0.7613682517154373,0.5254957061252631,0.632531222199
C6orf58,MCFD2,0.6218100355673056,0.6432459967825054,0.6324372033157574
CEACAM1,CD46,0.6642010505567447,0.6021396242488902,0.6324094962980524
KCNMA1,C2orf88,0.6942598642061594,0.5760563727321502,0.6324024186450549
MPO,RAPGEF3,0.5895546210638863,0.6780914624819689,0.6322752210945908
MCFD2,CRISP3,0.6202037463325445,0.6445809316966199,0.632274867959154
EGF,PYCR1,0.7135083440232375,0.5602730226317347,0.6322653529799517
TNFRSF11A,MGLL,0.6372362598496109,0.6271061734095232,0.6321509253905163
LPO,C6orf58,0.861860241738809,0.46358661243059096,0.6320971996902887
C2orf88,NPY5R,0.6003563177550887,0.6653478166960868,0.6320172191151523
ODAM,SLC13A2,0.8271234656082909,0.48292162054062,0.632009338854047
F5,LYZ,0.731781743940534,0.5457987170431507,0.6319853930260911
TMEM63A,PRSS8,0.5790106224092951,0.6897407422583017,0.6319550747292315
SLC12A2,CBS,0.6293974381716205,0.6345079235949338,0.6319475149173748
ST3GAL6,ALDH9A1,0.7247678471521247,0.5508880200030144,0.6318749277186755
ST3GAL6,KIRREL3,0.592852916112115,0.6731112923065883,0.6317087877431777
RNF128,PLA2R1,0.583079752723005,0.6843741902910377,0.6316998762425913
PLCB1,PIP,0.6104789081953561,0.6536218173718423,0.6316821458944576
SLC5A1,CEACAM1,0.7389919041576031,0.539889592355667,0.6316439170052907
SLCO1A2,AACS,0.5942340416836687,0.6713931904922624,0.6316365166336652
ST3GAL6,ELF5,0.6383623996267319,0.6249570739097438,0.6316241741452941
OXR1,CBS,0.6696887190910786,0.5955898656653226,0.6315534927787491
PADI2,SAP30BP,0.7351463450614925,0.5425412167215244,0.6315435000995924
PPP1R1B,ITGA6,0.5600364218880508,0.712150130249629,0.63152989698993
ATP6V0E2,CES3,0.5525681502986808,0.721599526046606,0.6314530191265046
SLC5A1,CRISP2,0.625853860375014,0.6370955140553537,0.6314496709153843
DUSP6,ITGA6,0.643766449267564,0.6193166610579899,0.6314232240435456
KIAA1324,CADPS2,0.6404335153182645,0.6224532686081878,0.6313793906488283
C2orf88,C3orf70,0.6140696536146073,0.648912814658362,0.6312508751069896
BPIFB2,RASAL1,0.6587047649293908,0.6049377275236988,0.6312490503798147
SLC12A2,CD46,0.70707056480685,0.5633967806284766,0.6311586804357031
SLC25A48,ALDH18A1,0.5803252603921035,0.6864254207967433,0.6311497532785934
GATM,GLYATL1,0.7183038478147836,0.5543721313833729,0.6310369522412769
EGF,ITPR2,0.5504649015925803,0.7233327692213968,0.631006578117966
ATP6V0E2,TNFRSF11A,0.616683389871271,0.6455974814637472,0.630974835759255
MGAM2,OGFRL1,0.6232229469235177,0.6386644074363846,0.6308964369036061
DYNC1I1,ST3GAL6,0.6092465337885034,0.6532153373870728,0.6308479849540314
CHRM3,ACVR1C,0.5524142956783515,0.7204024161343215,0.630841179151951
ZG16B,SLITRK5,0.6863023989278401,0.5798277244859454,0.6308226044456358
PPP1R1B,CLDN10-AS1,0.724099644549992,0.5494815028423359,0.6307767916584525
NDRG2,TUSC8,0.7831664944028395,0.5079840743103805,0.6307425042678924
SLC12A2,LIMCH1,0.5717590493146459,0.6956582712512145,0.6306733796653102
C6orf58,ELF5,0.6089410195406809,0.6530483512866508,0.6306091728177239
LIMCH1,ALDH9A1,0.6441869514887586,0.6173008665779163,0.6306006370058603
PPP1R1B,KIRREL3,0.7221450170721354,0.5505364584225947,0.6305292698728725
NOSTRIN,GPAT2,0.5813000295763832,0.6838767484157908,0.6305058081260632
F5,MUC7,0.6531173849213214,0.6086266505619536,0.6304796954767425
ST3GAL6,TNFSF13,0.6822974132308088,0.5825950317136962,0.6304784556980325
SLC22A3,ADGRG6,0.619730912960919,0.6413939900149277,0.6304694148010652
GALNT6,HID1,0.7745292569018144,0.5131530546822973,0.630437985943087
