source,target,cor_discovery,cor_validation,is_consensus,consensus_weight
CHRM1,CCDC129,0.7894415833208596,0.6903807501280976,True,0.7382514967647327
CHRM1,LYZ,0.8521671307223079,0.6036166207338982,True,0.7172044643942909
CHRM1,BPIFB2,0.7675868053128261,0.7527663098180504,True,0.7601404389324136
CHRM1,MPO,0.8071974896218748,0.6649185884900223,True,0.7326121862432172
CHRM1,F5,0.7562174743491185,0.6619648067518568,True,0.7075233948569414
CHRM1,LPO,0.8517808017667025,0.6690538031960587,True,0.7549087262122491
CHRM1,FOLH1,0.7661136134974192,0.7670679207328941,True,0.7665906186163703
CHRM1,ALDH18A1,0.6755027916386005,0.759978428679882,True,0.7164967202704959
CHRM1,DEPTOR,0.8083481890756726,0.45837948558249103,True,0.6087119409704767
CHRM1,ODAM,0.7730825562509785,0.6392748819335157,True,0.7030023185397078
CHRM1,PART1,0.7764001712644383,0.7353374651727567,True,0.7555899244281161
CHRM1,TUSC8,0.7436263887083852,0.639530463219825,True,0.6896170885594115
CHRM1,PYCR1,0.7524185333526333,0.6364674458432925,True,0.6920187151574058
CHRM1,P4HB,0.707999446287277,0.7239435292627053,True,0.7159271037342088
CHRM1,ACSL1,0.7001524832142354,0.41033942151982306,True,0.5360038851890879
CHRM1,SLCO1A2,0.8057585840970571,0.5687829264196388,True,0.6769798560152797
CHRM1,PADI2,0.8282289184800876,0.49424017530502234,True,0.6397999733215746
CHRM1,OXR1,0.6773023716524658,0.6334432622484998,True,0.6550058196903168
CHRM1,RTN1,0.7061673843740447,0.7686946865602221,True,0.7367680206078832
CHRM1,DMBT1,0.8166824864941089,0.5249996163357431,True,0.6547961454357591
CHRM1,AACS,0.7018597682461866,0.9022949240988654,True,0.795791748083467
CHRM1,TNFSF13,0.6320041572313857,0.7005828183382992,True,0.6654105902934562
CHRM1,CBS,0.6735408123064257,0.8393912267097879,True,0.7519070744985697
CHRM1,SLC31A2,0.7220098634258552,0.5464781581961176,True,0.6281421975670729
CHRM1,RNF128,0.727724656076832,0.757490057103726,True,0.742458208445047
CHRM1,ELF5,0.6554543490413443,0.6266820445084644,True,0.6409067572893847
CHRM1,SLAIN1,0.6406112671759664,0.6814815072692797,True,0.6607304533081254
CHRM1,ROPN1,0.7428602822629848,0.6563634203721499,True,0.6982738114269742
CHRM1,SEC63,0.6610543413758938,0.6362202404250477,True,0.6485184284229653
CHRM1,SAP30BP,0.6907616696776819,0.6571444760334989,True,0.6737434344647562
CHRM1,CADM1,0.7590595132374793,0.4677017002595109,True,0.5958300302429593
CHRM1,SLC39A8,0.7590242245473087,0.5979365455038809,True,0.6736826573243367
CHRM1,CRISP3,0.7949803053346901,0.4901060070995173,True,0.6241991854931725
CHRM1,GPAT2,0.7364560785185945,0.4775525937999032,True,0.5930400581042229
CHRM1,MGLL,0.689961582149687,0.7502184664762923,True,0.719459463825374
CHRM1,FOLR1,0.6411606861131405,0.6459924710958547,True,0.6435720441347195
CHRM1,SRPRA,0.7418777196753581,0.3935839248080663,True,0.5403620495903518
CHRM1,NDRG2,0.8427256024000814,0.4378590969848126,True,0.6074496450512437
CHRM1,C2orf88,0.6275951171606869,0.6072767391918397,True,0.6173523437082445
CHRM1,MGAM2,0.7826386392911698,0.6284485230357433,True,0.7013188268777899
CHRM1,SLC25A48,0.7266172030474962,0.5051471221978304,True,0.6058453507776381
CHRM1,PRSS8,0.6941501220734404,0.8405011753290041,True,0.7638285105031747
CHRM1,OGFRL1,0.6591673213071717,0.7779281613297455,True,0.7160899540372995
CHRM1,PIGR,0.7485261308845916,0.409412853166796,True,0.5535848795942346
CHRM1,TMPRSS5,0.7369877677492686,0.4115543818343885,True,0.550736366309286
CHRM1,AGFG2,0.7528153920892727,0.5076877271772601,True,0.6182193262862791
CHRM1,C6orf58,0.8131311394844932,0.4529633958072831,True,0.6068926117341862
CHRM1,DYNC1I1,0.7052395403610349,0.5962286422990557,True,0.6484473869521489
CHRM1,PLCB1,0.667108860826831,0.5215774715890944,True,0.5898719800980036
CHRM1,CD46,0.5945285419680725,0.8323946404279828,True,0.7034787643672598
CHRM1,TMEM63A,0.6510642681307568,0.7293998171458534,True,0.6891198430786716
CHRM1,LRP6,0.6291975870140906,0.6544708624911163,True,0.641709815610172
CHRM1,LIMCH1,0.6465098328199751,0.7298237348467395,True,0.6869048120400784
CHRM1,SSR3,0.6261460838491507,0.4334234798230868,True,0.5209476120873356
CHRM1,DLX6-AS1,0.7438861448027598,0.50264197528974,True,0.6114804994554844
CHRM1,KANK4,0.6227522438531389,0.8295797122573393,True,0.7187646535990062
CHRM1,GRIA2,0.8316885199264793,0.638607775266747,True,0.7287816925699647
CHRM1,GATM,0.7663194921268598,0.5695539051394679,True,0.6606513901637888
CHRM1,RASAL1,0.7261753607897822,0.5514217126328765,True,0.6327944856890733
CHRM1,CEACAM1,0.6916505141413994,0.5087397388806337,True,0.5931863973161823
CHRM1,LTF,0.8040895818579725,0.4177493733784198,True,0.5795756369631867
CHRM1,CLDN10-AS1,0.7071827907455335,0.5769030077000433,True,0.6387298951628996
CHRM1,TBC1D24,0.6890173040184415,0.3197420281495927,True,0.469369566777631
CHRM1,ZG16B,0.8241955865647883,0.4732163343446579,True,0.6245180655971725
CHRM1,FDCSP,0.644973405933525,0.4013703365072359,True,0.5087958264154266
CHRM1,MUC7,0.7896248752942526,0.3529027066494607,True,0.5278832785086914
